id,2010_gdp,2011_gdp,2012_gdp,2013_gdp,2014_gdp,2015_gdp,Aggravated_assault_2011,Aggravated_assault_2014,Aggravated_assault_2015,Aggravated_assault_2010,Aggravated_assault_2012,Aggravated_assault_2013,Arson_2010,Arson_2011,Arson_2012,Arson_2013,Arson_2014,Arson_2015,Burglary_2010,Burglary_2011,Burglary_2012,Burglary_2013,Burglary_2014,Burglary_2015,City,Forcible_rape_2011,Larceny_Theft_2010,Larceny_Theft_2012,Larceny_Theft_2013,Larceny_Theft_2014,Larceny_Theft_2011,Larceny_Theft_2015,Motor_vehicle_theft_2011,Motor_vehicle_theft_2014,Motor_vehicle_theft_2015,Motor_vehicle_theft_2010,Motor_vehicle_theft_2012,Motor_vehicle_theft_2013,Murder_Manslaughter_2010,Murder_Manslaughter_2012,Murder_Manslaughter_2013,Murder_Manslaughter_2014,Murder_Manslaughter_2015,Murder_Manslaughter_2011,Population_2010,Population_2011,Population_2012,Population_2013,Population_2014,Population_2015,Property_crime_2011,Property_crime_2014,Property_crime_2015,Property_crime_2010,Property_crime_2012,Property_crime_2013,Rape_legacy_2014,Rape_legacy_2015,Rape_2010,Rape_2012,Rape_2013,Rape_2014,Rape_2015,Rape_legacy_2013,Robbery_2010,Robbery_2011,Robbery_2012,Robbery_2013,Robbery_2014,Robbery_2015,State,Violent_crime_2011,Violent_crime_2014,Violent_crime_2015,Violent_crime_2010,Violent_crime_2012,Violent_crime_2013
31,11703.00,12048.00,12680.00,13486.00,14371.00,15482.00,315.00,251.00,247.00,324.00,305.00,263.00,36.00,15.00,15.00,12.00,24.00,10.00,643.00,560.00,598.00,531.00,489.00,507.00,Fort Collins,56.00,3706.00,3379.00,3137.00,3142.00,3553.00,3270.00,159.00,151.00,238.00,202.00,142.00,140.00,0.00,2.00,0.00,1.00,2.00,3.00,138689.00,146494.00,148792.00,150066.00,154015.00,159629.00,4272.00,3782.00,4015.00,4551.00,4119.00,3808.00,,,64.00,44.00,57.00,41.00,27.00,,50.00,46.00,40.00,37.00,36.00,37.00,Colorado,420.00,329.00,313.00,438.00,391.00,357.00
32,4853.00,5004.00,5166.00,5198.00,5447.00,5429.00,144.00,179.00,165.00,134.00,169.00,149.00,9.00,24.00,18.00,26.00,21.00,17.00,333.00,379.00,308.00,298.00,265.00,334.00,Grand Junction,74.00,1734.00,2295.00,2141.00,2164.00,2070.00,2191.00,139.00,101.00,148.00,100.00,130.00,113.00,2.00,2.00,2.00,1.00,0.00,2.00,59029.00,59586.00,59516.00,60167.00,59972.00,60508.00,2588.00,2530.00,2673.00,2167.00,2733.00,2552.00,,,42.00,52.00,63.00,64.00,66.00,,28.00,37.00,29.00,48.00,42.00,26.00,Colorado,257.00,286.00,257.00,206.00,252.00,262.00
33,7550.00,7930.00,8414.00,9119.00,10172.00,10472.00,323.00,349.00,320.00,327.00,321.00,347.00,36.00,52.00,33.00,26.00,24.00,24.00,537.00,593.00,542.00,475.00,499.00,423.00,Greeley,38.00,2285.00,2560.00,2558.00,2593.00,2377.00,2027.00,148.00,200.00,174.00,148.00,141.00,186.00,1.00,1.00,2.00,1.00,1.00,1.00,92804.00,94507.00,96276.00,96111.00,97406.00,99993.00,3118.00,3292.00,2624.00,2970.00,3243.00,3219.00,,,41.00,40.00,74.00,74.00,76.00,,56.00,75.00,64.00,68.00,61.00,58.00,Colorado,437.00,485.00,455.00,425.00,426.00,491.00
34,4213.00,4384.00,4467.00,4491.00,4686.00,4824.00,606.00,541.00,618.00,697.00,569.00,633.00,51.00,50.00,43.00,30.00,34.00,37.00,1622.00,1590.00,1895.00,1900.00,2002.00,2060.00,Pueblo,40.00,2899.00,4642.00,5168.00,4439.00,3434.00,4318.00,470.00,636.00,896.00,451.00,493.00,528.00,1.00,8.00,2.00,10.00,12.00,12.00,103612.00,108452.00,109065.00,108062.00,108591.00,108810.00,5494.00,7077.00,7274.00,4972.00,7030.00,7596.00,,,30.00,21.00,165.00,152.00,170.00,,157.00,173.00,199.00,211.00,183.00,186.00,Colorado,831.00,886.00,986.00,885.00,797.00,1011.00
35,6121.00,6208.00,6344.00,6460.00,6900.00,7104.00,220.00,162.00,214.00,176.00,205.00,191.00,11.00,10.00,10.00,0.00,0.00,0.00,151.00,132.00,116.00,88.00,74.00,84.00,Dover,15.00,1858.00,2008.00,1919.00,1736.00,2030.00,1852.00,81.00,64.00,58.00,113.00,65.00,86.00,1.00,1.00,1.00,2.00,7.00,5.00,37113.00,36416.00,36961.00,37402.00,37671.00,37691.00,2243.00,1874.00,1994.00,2122.00,2189.00,2093.00,,,10.00,13.00,16.00,14.00,13.00,,52.00,73.00,61.00,58.00,64.00,50.00,Delaware,313.00,242.00,284.00,239.00,280.00,266.00
36,10653.00,10647.00,10858.00,11122.00,11585.00,12049.00,640.00,563.00,586.00,617.00,600.00,583.00,22.00,3.00,9.00,13.00,19.00,7.00,1213.00,1063.00,1009.00,742.00,594.00,543.00,Gainesville,82.00,3859.00,3953.00,4000.00,3688.00,4003.00,3767.00,290.00,298.00,307.00,332.00,239.00,244.00,4.00,6.00,6.00,2.00,2.00,6.00,116880.00,126049.00,127036.00,126589.00,128185.00,129410.00,5356.00,4580.00,4617.00,5404.00,5201.00,4986.00,,,86.00,74.00,62.00,102.00,111.00,,199.00,184.00,171.00,155.00,150.00,231.00,Florida,912.00,817.00,930.00,906.00,851.00,806.00
37,57277.00,57391.00,59779.00,61398.00,64232.00,67557.00,3183.00,3859.00,3656.00,3380.00,3384.00,3277.00,99.00,108.00,80.00,97.00,92.00,71.00,9588.00,8518.00,7632.00,7069.00,6806.00,6082.00,Jacksonville,350.00,25863.00,25403.00,24361.00,24945.00,25733.00,23456.00,1862.00,1981.00,2316.00,1973.00,1639.00,1577.00,80.00,93.00,93.00,96.00,97.00,71.00,822414.00,834429.00,840660.00,845745.00,856021.00,867258.00,36113.00,33732.00,31854.00,37424.00,34674.00,33007.00,,,316.00,341.00,452.00,479.00,471.00,,1693.00,1578.00,1371.00,1424.00,1419.00,1398.00,Florida,5182.00,5853.00,5622.00,5469.00,5189.00,5246.00
38,7001.00,6978.00,7049.00,7317.00,7505.00,7889.00,215.00,232.00,243.00,269.00,235.00,209.00,4.00,7.00,7.00,9.00,15.00,15.00,712.00,713.00,606.00,530.00,494.00,438.00,Ocala,26.00,2372.00,2431.00,2306.00,2439.00,2376.00,2507.00,65.00,70.00,89.00,87.00,60.00,53.00,3.00,6.00,6.00,7.00,3.00,5.00,56396.00,57082.00,57288.00,57144.00,57740.00,57891.00,3154.00,3003.00,3034.00,3171.00,3097.00,2889.00,,,34.00,42.00,25.00,34.00,24.00,,155.00,112.00,92.00,92.00,87.00,108.00,Florida,358.00,360.00,378.00,461.00,375.00,332.00
39,7196.00,7043.00,6854.00,7111.00,7645.00,7909.00,224.00,263.00,249.00,189.00,198.00,244.00,6.00,1.00,11.00,6.00,9.00,3.00,508.00,410.00,434.00,377.00,451.00,355.00,Panama City,11.00,1785.00,1743.00,1803.00,1952.00,1753.00,1846.00,118.00,178.00,138.00,130.00,130.00,119.00,5.00,3.00,3.00,8.00,2.00,3.00,36593.00,36981.00,37187.00,36358.00,37204.00,38217.00,2281.00,2581.00,2339.00,2423.00,2307.00,2299.00,,,5.00,9.00,10.00,7.00,8.00,,78.00,78.00,75.00,65.00,65.00,86.00,Florida,316.00,343.00,345.00,277.00,285.00,322.00
40,11153.00,11140.00,11178.00,11346.00,11727.00,12446.00,274.00,184.00,211.00,289.00,289.00,241.00,9.00,11.00,6.00,4.00,9.00,4.00,909.00,1128.00,816.00,722.00,511.00,392.00,Port St. Lucie,30.00,2224.00,2124.00,1666.00,1896.00,2590.00,1929.00,143.00,91.00,85.00,79.00,91.00,73.00,3.00,4.00,1.00,6.00,2.00,6.00,163089.00,166846.00,168416.00,169877.00,172453.00,176364.00,3861.00,2498.00,2406.00,3212.00,3031.00,2461.00,,,45.00,47.00,21.00,16.00,18.00,,49.00,61.00,55.00,40.00,37.00,29.00,Florida,371.00,243.00,260.00,386.00,395.00,303.00
41,3218.00,3233.00,3268.00,3419.00,3519.00,3791.00,12.00,5.00,15.00,24.00,7.00,17.00,2.00,1.00,1.00,0.00,0.00,1.00,176.00,55.00,49.00,36.00,39.00,16.00,Punta Gorda,0.00,198.00,223.00,256.00,241.00,258.00,200.00,13.00,7.00,14.00,2.00,6.00,4.00,0.00,0.00,0.00,0.00,1.00,0.00,17389.00,16868.00,16925.00,16942.00,17305.00,17841.00,326.00,287.00,230.00,376.00,278.00,296.00,,,1.00,0.00,2.00,0.00,1.00,,2.00,3.00,4.00,2.00,3.00,5.00,Florida,15.00,8.00,22.00,27.00,11.00,21.00
42,1883.00,1897.00,1952.00,1922.00,1890.00,1961.00,31.00,24.00,13.00,39.00,25.00,44.00,3.00,1.00,2.00,5.00,7.00,0.00,129.00,147.00,136.00,123.00,100.00,104.00,Sebring,1.00,323.00,318.00,378.00,363.00,358.00,416.00,13.00,15.00,12.00,10.00,7.00,12.00,1.00,0.00,2.00,1.00,1.00,0.00,10518.00,10634.00,10617.00,10318.00,10312.00,10363.00,518.00,478.00,532.00,462.00,461.00,513.00,,,4.00,4.00,2.00,1.00,5.00,,15.00,3.00,22.00,9.00,17.00,15.00,Florida,35.00,43.00,34.00,59.00,51.00,57.00
43,13574.00,13427.00,13459.00,13748.00,14244.00,14747.00,1033.00,1239.00,1369.00,1167.00,930.00,840.00,21.00,20.00,9.00,7.00,8.00,8.00,2920.00,3252.00,2630.00,2082.00,2316.00,2073.00,Tallahassee,107.00,5310.00,5463.00,5594.00,6099.00,5748.00,6617.00,363.00,665.00,968.00,349.00,524.00,440.00,13.00,12.00,11.00,14.00,16.00,10.00,174516.00,183848.00,185461.00,188714.00,187573.00,189709.00,9363.00,9080.00,9658.00,8579.00,8617.00,8116.00,,,130.00,115.00,160.00,198.00,235.00,,492.00,511.00,525.00,387.00,307.00,399.00,Florida,1661.00,1758.00,2019.00,1802.00,1582.00,1398.00
44,4903.00,4915.00,5018.00,5108.00,5101.00,5152.00,414.00,584.00,554.00,480.00,558.00,537.00,15.00,14.00,13.00,19.00,14.00,22.00,1629.00,1332.00,1408.00,1319.00,1172.00,1137.00,Albany,37.00,3108.00,3369.00,3169.00,2849.00,3174.00,2616.00,213.00,175.00,149.00,300.00,224.00,173.00,11.00,4.00,8.00,9.00,10.00,13.00,73034.00,78454.00,78512.00,77365.00,75858.00,75357.00,4719.00,4196.00,3902.00,5037.00,5001.00,4661.00,26.00,35.00,28.00,27.00,,,,21.00,203.00,176.00,224.00,183.00,156.00,201.00,Georgia,640.00,775.00,800.00,722.00,813.00,749.00
45,6769.00,6875.00,7181.00,7379.00,7650.00,8142.00,249.00,205.00,328.00,227.00,244.00,240.00,15.00,23.00,20.00,18.00,26.00,30.00,1334.00,1359.00,1149.00,967.00,760.00,934.00,Athens-Clarke County,30.00,3299.00,3210.00,2912.00,2845.00,3273.00,3110.00,241.00,187.00,239.00,298.00,242.00,195.00,5.00,5.00,2.00,4.00,3.00,6.00,112851.00,117114.00,117457.00,120122.00,121511.00,120858.00,4873.00,3792.00,4283.00,4931.00,4601.00,4074.00,38.00,57.00,29.00,48.00,,,,37.00,110.00,132.00,158.00,125.00,125.00,116.00,Georgia,417.00,372.00,504.00,371.00,455.00,404.00
46,3287.00,3295.00,3372.00,3453.00,3508.00,3616.00,176.00,159.00,126.00,152.00,152.00,117.00,8.00,3.00,6.00,3.00,6.00,0.00,406.00,366.00,294.00,331.00,325.00,265.00,Brunswick,5.00,960.00,788.00,732.00,836.00,850.00,622.00,45.00,41.00,65.00,52.00,31.00,47.00,2.00,4.00,3.00,2.00,2.00,2.00,15871.00,15586.00,15691.00,15709.00,15912.00,16026.00,1261.00,1202.00,952.00,1418.00,1113.00,1110.00,6.00,10.00,8.00,3.00,,,,4.00,76.00,68.00,61.00,38.00,58.00,46.00,Georgia,251.00,225.00,184.00,238.00,220.00,162.00
47,11935.00,12396.00,12912.00,13271.00,13377.00,13730.00,465.00,521.00,498.00,475.00,523.00,483.00,65.00,39.00,28.00,37.00,47.00,37.00,3454.00,3342.00,2709.00,3355.00,3711.00,2560.00,Columbus,40.00,8981.00,7711.00,8012.00,8495.00,8059.00,7678.00,1049.00,1172.00,1057.00,1007.00,846.00,1108.00,15.00,17.00,22.00,22.00,19.00,15.00,184576.00,192385.00,196178.00,201165.00,206714.00,203778.00,12450.00,13378.00,11295.00,13442.00,11266.00,12475.00,47.00,68.00,38.00,31.00,,,,36.00,477.00,413.00,423.00,481.00,511.00,547.00,Georgia,933.00,1101.00,1132.00,1005.00,994.00,1022.00
48,4918.00,5219.00,5325.00,5607.00,5842.00,5983.00,53.00,58.00,68.00,45.00,52.00,47.00,4.00,8.00,7.00,4.00,6.00,0.00,285.00,254.00,229.00,201.00,203.00,178.00,Dalton,9.00,838.00,984.00,1063.00,979.00,996.00,923.00,54.00,60.00,54.00,59.00,37.00,55.00,0.00,2.00,0.00,3.00,1.00,0.00,33064.00,33564.00,33668.00,33475.00,33464.00,33617.00,1304.00,1242.00,1155.00,1182.00,1250.00,1319.00,14.00,15.00,4.00,8.00,,,,7.00,27.00,28.00,26.00,12.00,15.00,12.00,Georgia,90.00,90.00,96.00,76.00,88.00,66.00
49,6470.00,6924.00,7192.00,7508.00,7891.00,8569.00,56.00,80.00,87.00,62.00,46.00,54.00,3.00,1.00,1.00,4.00,2.00,2.00,278.00,332.00,240.00,209.00,214.00,183.00,Gainesville,12.00,1283.00,1172.00,1230.00,1202.00,1176.00,1080.00,74.00,76.00,82.00,62.00,85.00,66.00,1.00,3.00,1.00,2.00,3.00,2.00,35657.00,34249.00,34789.00,35111.00,35967.00,36948.00,1582.00,1492.00,1345.00,1623.00,1497.00,1505.00,16.00,19.00,17.00,15.00,,,,21.00,39.00,46.00,49.00,39.00,33.00,41.00,Georgia,116.00,131.00,150.00,119.00,113.00,115.00
50,3351.00,3562.00,3478.00,3498.00,3419.00,3436.00,100.00,120.00,89.00,90.00,100.00,67.00,5.00,,6.00,9.00,8.00,,448.00,506.00,389.00,351.00,347.00,205.00,Hinesville,12.00,1148.00,1049.00,1035.00,1040.00,1042.00,961.00,57.00,39.00,45.00,64.00,41.00,58.00,5.00,2.00,3.00,1.00,1.00,2.00,29764.00,33877.00,34887.00,35311.00,34525.00,35271.00,1605.00,1426.00,1211.00,1660.00,1479.00,1444.00,6.00,2.00,9.00,18.00,,,,8.00,45.00,41.00,33.00,42.00,35.00,26.00,Georgia,155.00,162.00,118.00,149.00,153.00,120.00
51,7888.00,8064.00,8230.00,8566.00,8931.00,9293.00,274.00,,,368.00,279.00,288.00,72.00,62.00,56.00,43.00,,,2136.00,2154.00,1828.00,1993.00,,,Macon,33.00,4516.00,4371.00,4318.00,,5104.00,,549.00,,,625.00,500.00,489.00,22.00,21.00,18.00,,,13.00,89125.00,92554.00,92836.00,91177.00,,,7807.00,,,7277.00,6699.00,6800.00,,,34.00,41.00,,,,46.00,284.00,246.00,242.00,231.00,,,Georgia,566.00,,,708.00,583.00,583.00
52,3224.00,3207.00,3287.00,3366.00,3485.00,3645.00,143.00,,139.00,125.00,128.00,157.00,7.00,18.00,27.00,21.00,,5.00,447.00,472.00,490.00,413.00,,267.00,Rome,18.00,1439.00,1667.00,1681.00,,1655.00,1410.00,75.00,,98.00,104.00,84.00,84.00,1.00,2.00,2.00,,4.00,4.00,34896.00,36781.00,36567.00,36098.00,,35921.00,2202.00,,1775.00,1990.00,2241.00,2178.00,,18.00,17.00,15.00,,,,19.00,90.00,62.00,45.00,69.00,,49.00,Georgia,227.00,,210.00,233.00,190.00,247.00
53,4360.00,4332.00,4390.00,4587.00,4729.00,4850.00,134.00,103.00,,169.00,119.00,,9.00,10.00,10.00,,5.00,,856.00,815.00,655.00,,542.00,,Valdosta,27.00,1665.00,1592.00,,2627.00,1598.00,,87.00,120.00,,112.00,77.00,,3.00,3.00,,7.00,,5.00,51089.00,55236.00,56617.00,,56862.00,,2500.00,3289.00,,2633.00,2324.00,,9.00,,17.00,38.00,,,,,81.00,102.00,88.00,,65.00,,Georgia,268.00,184.00,,270.00,248.00,
54,6367.00,6532.00,6622.00,6607.00,6711.00,6865.00,199.00,187.00,251.00,223.00,198.00,205.00,23.00,17.00,18.00,7.00,16.00,13.00,810.00,750.00,781.00,854.00,867.00,784.00,Warner Robins,22.00,2589.00,3050.00,3191.00,3451.00,3172.00,3014.00,177.00,206.00,175.00,176.00,148.00,168.00,4.00,6.00,4.00,2.00,2.00,5.00,61332.00,67465.00,69231.00,71614.00,73418.00,74363.00,4099.00,4524.00,3973.00,3575.00,3979.00,4213.00,20.00,28.00,19.00,21.00,,,,17.00,95.00,123.00,141.00,138.00,119.00,117.00,Georgia,349.00,328.00,398.00,341.00,366.00,364.00
55,4354.00,4445.00,4481.00,4797.00,5020.00,5186.00,,175.00,136.00,216.00,220.00,184.00,17.00,,15.00,8.00,23.00,32.00,284.00,,431.00,359.00,334.00,214.00,Coeur d'Alene,,1244.00,1395.00,1259.00,1347.00,,1037.00,,141.00,84.00,51.00,152.00,117.00,0.00,0.00,0.00,2.00,1.00,,44626.00,,45267.00,46023.00,46952.00,48871.00,,1822.00,1335.00,1579.00,1978.00,1735.00,,,21.00,26.00,53.00,40.00,40.00,,17.00,,14.00,20.00,22.00,21.00,Idaho,,239.00,198.00,254.00,260.00,257.00
56,5075.00,5207.00,5297.00,5365.00,5418.00,5769.00,111.00,83.00,127.00,142.00,100.00,74.00,8.00,5.00,6.00,6.00,6.00,9.00,327.00,289.00,276.00,304.00,239.00,291.00,Idaho Falls,27.00,1194.00,1361.00,1210.00,1164.00,1203.00,1222.00,90.00,99.00,92.00,61.00,68.00,109.00,3.00,0.00,0.00,0.00,2.00,1.00,55524.00,57512.00,58037.00,58188.00,58606.00,59109.00,1582.00,1502.00,1605.00,1582.00,1705.00,1623.00,,,23.00,26.00,31.00,36.00,29.00,,14.00,9.00,13.00,19.00,7.00,9.00,Idaho,148.00,126.00,167.00,182.00,139.00,124.00
57,1969.00,1961.00,2002.00,2067.00,2134.00,2197.00,,39.00,41.00,31.00,38.00,33.00,4.00,,1.00,1.00,1.00,3.00,277.00,,289.00,264.00,212.00,295.00,Lewiston,,992.00,934.00,853.00,847.00,,686.00,,74.00,93.00,63.00,57.00,52.00,0.00,0.00,0.00,1.00,2.00,,31860.00,,32337.00,32093.00,32521.00,32621.00,,1133.00,1074.00,1332.00,1280.00,1169.00,,,20.00,7.00,8.00,10.00,24.00,,2.00,,10.00,8.00,9.00,8.00,Idaho,,59.00,75.00,53.00,55.00,49.00
58,2391.00,2456.00,2465.00,2402.00,2449.00,2541.00,109.00,,169.00,101.00,108.00,147.00,5.00,5.00,4.00,7.00,,8.00,296.00,262.00,262.00,278.00,,344.00,Pocatello,15.00,1360.00,1192.00,1415.00,,1457.00,1183.00,75.00,,103.00,70.00,48.00,83.00,1.00,1.00,0.00,,1.00,3.00,55215.00,54855.00,55182.00,54935.00,,54286.00,1794.00,,1630.00,1726.00,1502.00,1776.00,,,24.00,10.00,21.00,,21.00,,6.00,5.00,22.00,27.00,,6.00,Idaho,132.00,,197.00,132.00,141.00,195.00
59,9816.00,10121.00,10673.00,11077.00,11129.00,10414.00,233.00,238.00,202.00,266.00,284.00,281.00,11.00,16.00,12.00,8.00,6.00,8.00,493.00,460.00,357.00,402.00,298.00,264.00,Bloomington,69.00,1414.00,1396.00,1446.00,1311.00,1231.00,1121.00,49.00,59.00,75.00,53.00,44.00,53.00,1.00,1.00,2.00,3.00,0.00,1.00,74304.00,76841.00,77107.00,78060.00,79451.00,79233.00,1740.00,1668.00,1460.00,1960.00,1797.00,1901.00,,,43.00,42.00,,56.00,61.00,57.00,75.00,58.00,45.00,59.00,30.00,42.00,Illinois,361.00,327.00,305.00,385.00,372.00,399.00
60,2564.00,2665.00,2756.00,2825.00,2801.00,2750.00,208.00,228.00,313.00,226.00,203.00,,9.00,11.00,21.00,,6.00,11.00,826.00,793.00,659.00,,630.00,705.00,Danville,50.00,1295.00,1247.00,,1191.00,1366.00,1255.00,47.00,57.00,77.00,57.00,74.00,,1.00,3.00,,0.00,0.00,3.00,31942.00,33126.00,32997.00,,32404.00,32056.00,2206.00,1878.00,2037.00,2178.00,1980.00,,,,35.00,42.00,,43.00,52.00,,86.00,74.00,80.00,,77.00,87.00,Illinois,335.00,348.00,452.00,348.00,328.00,
61,5574.00,5763.00,5805.00,5838.00,6161.00,6186.00,333.00,251.00,215.00,308.00,214.00,253.00,27.00,29.00,30.00,20.00,24.00,25.00,1514.00,1140.00,921.00,793.00,644.00,649.00,Decatur,14.00,1481.00,1445.00,1512.00,1519.00,1581.00,1680.00,114.00,62.00,70.00,126.00,82.00,64.00,4.00,6.00,5.00,1.00,6.00,10.00,74857.00,76351.00,76131.00,75190.00,74373.00,73499.00,2835.00,2225.00,2399.00,3121.00,2448.00,2369.00,,,20.00,26.00,,10.00,38.00,9.00,136.00,124.00,106.00,84.00,93.00,120.00,Illinois,481.00,355.00,379.00,468.00,352.00,351.00
62,3302.00,3390.00,3763.00,3773.00,3812.00,3905.00,108.00,94.00,,100.00,134.00,99.00,12.00,16.00,25.00,10.00,15.00,,339.00,391.00,348.00,285.00,292.00,,Kankakee,31.00,746.00,809.00,743.00,906.00,859.00,,53.00,34.00,,47.00,44.00,35.00,4.00,6.00,4.00,6.00,,4.00,26481.00,27620.00,27609.00,27286.00,27026.00,,1303.00,1232.00,,1132.00,1201.00,1063.00,,,42.00,26.00,,28.00,,23.00,99.00,110.00,71.00,70.00,93.00,,Illinois,253.00,221.00,,245.00,237.00,196.00
63,17984.00,20020.00,22178.00,19739.00,19856.00,20336.00,477.00,454.00,384.00,519.00,560.00,469.00,61.00,65.00,52.00,37.00,41.00,38.00,1460.00,1721.00,1420.00,1123.00,1224.00,1084.00,Peoria,33.00,3436.00,3370.00,3098.00,3442.00,3460.00,3224.00,257.00,192.00,140.00,267.00,232.00,194.00,22.00,10.00,16.00,7.00,14.00,16.00,114557.00,115353.00,115288.00,115953.00,116923.00,116066.00,5438.00,4858.00,4448.00,5163.00,5022.00,4415.00,,,31.00,25.00,,68.00,64.00,24.00,306.00,288.00,324.00,275.00,230.00,310.00,Illinois,814.00,759.00,772.00,878.00,919.00,784.00
64,12574.00,13201.00,14120.00,14055.00,14431.00,14939.00,1407.00,1287.00,1678.00,1646.00,1451.00,1507.00,89.00,69.00,72.00,107.00,82.00,63.00,2375.00,1890.00,2224.00,2001.00,1708.00,1440.00,Rockford,112.00,4992.00,5003.00,4666.00,4313.00,4746.00,3928.00,486.00,380.00,488.00,438.00,381.00,372.00,21.00,9.00,19.00,17.00,19.00,21.00,156180.00,153331.00,152293.00,150209.00,149586.00,148178.00,7122.00,6401.00,5856.00,7805.00,7608.00,7039.00,,,110.00,124.00,145.00,131.00,148.00,,495.00,566.00,499.00,394.00,412.00,504.00,Illinois,2106.00,1847.00,2349.00,2272.00,2083.00,2065.00
65,8972.00,9233.00,9280.00,9403.00,9642.00,9940.00,909.00,889.00,880.00,1003.00,792.00,829.00,57.00,69.00,41.00,44.00,55.00,57.00,2167.00,1883.00,1670.00,1300.00,1110.00,1131.00,Springfield,103.00,5160.00,5033.00,4439.00,4300.00,5076.00,3997.00,217.00,125.00,193.00,240.00,242.00,166.00,7.00,10.00,4.00,4.00,11.00,8.00,117383.00,116600.00,117131.00,117351.00,117134.00,116875.00,7176.00,5535.00,5321.00,7567.00,6945.00,5905.00,,,104.00,76.00,,97.00,103.00,71.00,338.00,258.00,260.00,287.00,258.00,257.00,Illinois,1278.00,1248.00,1251.00,1452.00,1138.00,1191.00
66,6217.00,6217.00,6158.00,6100.00,6407.00,6636.00,164.00,151.00,204.00,202.00,180.00,161.00,17.00,15.00,25.00,35.00,,,815.00,601.00,622.00,516.00,487.00,504.00,Bloomington,18.00,2203.00,2471.00,1942.00,1854.00,2300.00,2028.00,171.00,125.00,148.00,125.00,151.00,148.00,1.00,3.00,2.00,1.00,2.00,4.00,72286.00,80816.00,81636.00,82415.00,83075.00,84015.00,3072.00,2466.00,2680.00,3143.00,3244.00,2606.00,,,31.00,18.00,,61.00,43.00,34.00,72.00,58.00,42.00,78.00,81.00,64.00,Indiana,244.00,294.00,313.00,306.00,243.00,275.00
67,4448.00,4686.00,5106.00,5290.00,5545.00,5890.00,56.00,13.00,3.00,40.00,48.00,45.00,9.00,3.00,5.00,3.00,5.00,7.00,282.00,303.00,262.00,241.00,204.00,244.00,Columbus,7.00,1834.00,1768.00,1754.00,1630.00,2087.00,1729.00,207.00,167.00,131.00,153.00,180.00,129.00,0.00,1.00,1.00,0.00,1.00,1.00,40554.00,44286.00,44817.00,45874.00,46196.00,46640.00,2597.00,2001.00,2104.00,2269.00,2210.00,2124.00,12.00,20.00,17.00,12.00,,,,17.00,21.00,20.00,22.00,19.00,20.00,17.00,Indiana,84.00,45.00,41.00,78.00,83.00,82.00
68,15929.00,16802.00,16587.00,16500.00,16987.00,17376.00,278.00,322.00,425.00,282.00,297.00,294.00,68.00,88.00,76.00,48.00,,54.00,1086.00,1074.00,1132.00,996.00,1087.00,980.00,Evansville,56.00,4248.00,4531.00,4371.00,5250.00,4151.00,4814.00,231.00,546.00,368.00,210.00,420.00,492.00,5.00,8.00,5.00,9.00,4.00,3.00,116541.00,118029.00,118194.00,120284.00,120372.00,120414.00,5456.00,6883.00,6162.00,5544.00,6083.00,5859.00,69.00,,63.00,56.00,,,80.00,54.00,143.00,154.00,199.00,211.00,223.00,199.00,Indiana,491.00,623.00,708.00,493.00,560.00,564.00
69,17875.00,18352.00,19220.00,19588.00,20423.00,21280.00,357.00,353.00,416.00,313.00,369.00,376.00,50.00,41.00,57.00,25.00,45.00,49.00,2140.00,1888.00,2025.00,2396.00,1765.00,1480.00,Fort Wayne,94.00,6433.00,7073.00,7025.00,6223.00,6768.00,6131.00,380.00,364.00,332.00,287.00,417.00,386.00,23.00,22.00,31.00,12.00,25.00,24.00,257009.00,254987.00,256625.00,254820.00,257172.00,259712.00,9036.00,8352.00,7943.00,8860.00,9515.00,9807.00,,,96.00,93.00,95.00,104.00,97.00,,314.00,310.00,447.00,447.00,347.00,446.00,Indiana,785.00,816.00,984.00,746.00,931.00,949.00
70,3625.00,3730.00,3835.00,4032.00,4109.00,4452.00,88.00,95.00,335.00,66.00,97.00,99.00,0.00,3.00,1.00,5.00,2.00,2.00,475.00,505.00,462.00,496.00,501.00,452.00,Kokomo,20.00,1862.00,1294.00,1600.00,1515.00,1954.00,1209.00,99.00,58.00,76.00,43.00,101.00,114.00,3.00,4.00,2.00,3.00,3.00,3.00,45412.00,45700.00,45636.00,56878.00,56904.00,57143.00,2558.00,2074.00,1737.00,2380.00,1857.00,2210.00,22.00,21.00,20.00,15.00,,,,18.00,63.00,73.00,61.00,66.00,42.00,77.00,Indiana,184.00,162.00,436.00,152.00,177.00,185.00
71,3361.00,3438.00,3612.00,3642.00,3724.00,3915.00,362.00,137.00,,121.00,149.00,163.00,28.00,33.00,35.00,24.00,9.00,,476.00,553.00,690.00,532.00,490.00,,Muncie,42.00,1432.00,2041.00,2321.00,2232.00,1701.00,,179.00,177.00,,176.00,203.00,154.00,0.00,1.00,0.00,2.00,,1.00,67736.00,70443.00,70300.00,70059.00,70347.00,,2433.00,2899.00,,2084.00,2934.00,3007.00,,,22.00,9.00,,37.00,,29.00,101.00,108.00,99.00,96.00,101.00,,Indiana,513.00,277.00,,244.00,258.00,288.00
