Year,State,City by state,Population,Crime Index total,Modified Crime Index total1,Murder      and non-negligent         man-     slaughter,Forcible rape,Robbery,Aggravated assault,Burglary,Larceny-theft,Motor vehicle theft,Arson1,,,,,,,
2001,CALIFORNIA,Lincoln,"11,413",444,446,0,3,3,38,103,256,41,2,,,,,,,
2001,CALIFORNIA,Lindsay,"10,488",495,500,3,1,2,59,128,248,54,5,,,,,,,
2001,CALIFORNIA,Livermore,"74,708","2,194","2,215",0,17,39,80,396,"1,459",203,21,,,,,,,
2001,CALIFORNIA,Livingston,"10,668",312,312,0,7,3,53,81,130,38,0,,,,,,,
2001,CALIFORNIA,Lodi,"58,058","3,096","3,120",1,9,46,451,359,"1,890",340,24,,,,,,,
2001,CALIFORNIA,Loma Linda,"19,028",771,779,0,4,18,38,226,317,168,8,,,,,,,
2001,CALIFORNIA,Lomita,"20,419",512,517,0,3,29,86,116,240,38,5,,,,,,,
2001,CALIFORNIA,Lompoc,"41,867","1,584","1,600",3,18,27,113,292,"1,051",80,16,,,,,,,
2001,CALIFORNIA,Long Beach,"470,099","18,467","18,734",49,125,"1,417","1,822","3,232","7,876","3,946",267,,,,,,,
2001,CALIFORNIA,Los Alamitos,"11,750",300,302,1,1,10,20,77,156,35,2,,,,,,,
2001,CALIFORNIA,Los Altos,"28,208",323,326,0,0,7,22,102,190,2,3,,,,,,,
2001,CALIFORNIA,Los Angeles,"3,763,486","189,278","191,626",588,"1,409","17,166","33,080","25,695","79,521","31,819","2,348",,,,,,,
2001,CALIFORNIA,Los Banos,"26,350",728,728,0,7,4,108,107,416,86,0,,,,,,,
2001,CALIFORNIA,Los Gatos,"29,123",610,616,0,3,4,44,116,413,30,6,,,,,,,
2001,CALIFORNIA,Lynwood,"71,143","2,474","2,517",18,26,283,568,370,597,612,43,,,,,,,
2001,CALIFORNIA,Madera,"44,010","2,785","2,788",9,17,127,332,518,"1,336",446,3,,,,,,,
2001,CALIFORNIA,Malibu,"12,809",355,360,0,4,3,28,93,183,44,5,,,,,,,
2001,CALIFORNIA,Manhattan Beach,"34,481","1,163","1,166",1,6,53,34,248,719,102,3,,,,,,,
2001,CALIFORNIA,Manteca,"50,173","2,341","2,370",1,8,40,146,364,"1,411",371,29,,,,,,,
2001,CALIFORNIA,Marina,"25,567",470,472,0,4,7,39,107,278,35,2,,,,,,,
2001,CALIFORNIA,Martinez,"36,533","1,214","1,231",1,8,28,41,185,767,184,17,,,,,,,
2001,CALIFORNIA,Marysville,"12,496",854,854,2,5,21,56,190,460,120,0,,,,,,,
2001,CALIFORNIA,Maywood,"28,605",640,643,9,3,74,58,65,309,122,3,,,,,,,
2001,CALIFORNIA,Menlo Park,"31,357",884,888,0,9,32,45,167,580,51,4,,,,,,,
2001,CALIFORNIA,Merced,"65,080","4,154","4,202",2,25,111,239,653,"2,747",377,48,,,,,,,
2001,CALIFORNIA,Millbrae,"21,103",369,375,0,10,13,18,75,219,34,6,,,,,,,
2001,CALIFORNIA,Mill Valley,"13,853",313,314,0,2,4,17,84,182,24,1,,,,,,,
2001,CALIFORNIA,Milpitas,"63,863","2,154","2,158",0,9,55,149,325,"1,452",164,4,,,,,,,
2001,CALIFORNIA,Mission Viejo,"94,832","1,426","1,432",3,9,20,92,211,994,97,6,,,,,,,
2001,CALIFORNIA,Modesto,"192,366","11,976","12,096",17,104,381,659,"1,829","7,580","1,406",120,,,,,,,
2001,CALIFORNIA,Monrovia,"37,615","1,054","1,066",0,2,63,103,156,602,128,12,,,,,,,
2001,CALIFORNIA,Montclair,"33,663","2,054","2,059",2,16,87,144,269,"1,178",358,5,,,,,,,
2001,CALIFORNIA,Montebello,"63,305","2,314","2,347",8,27,136,184,240,"1,200",519,33,,,,,,,
2001,CALIFORNIA,Monterey,"30,225","1,393","1,393",0,10,40,198,201,895,49,0,,,,,,,
2001,CALIFORNIA,Monterey Park,"61,167","1,499","1,501",3,11,135,60,291,691,308,2,,,,,,,
2001,CALIFORNIA,Moorpark,"31,999",309,313,1,3,6,25,52,196,26,4,,,,,,,
2001,CALIFORNIA,Moraga,"16,593",227,228,0,1,3,12,23,177,11,1,,,,,,,
2001,CALIFORNIA,Moreno Valley,"145,027","6,588","6,609",3,33,312,853,"1,635","2,869",883,21,,,,,,,
2001,CALIFORNIA,Morgan Hill,"34,180",877,891,0,13,22,41,128,621,52,14,,,,,,,
2001,CALIFORNIA,Morro Bay,"10,542",248,251,0,3,1,42,30,163,9,3,,,,,,,
2001,CALIFORNIA,Mountain View,"72,022","2,438","2,449",1,5,46,350,252,"1,642",142,11,,,,,,,
2001,CALIFORNIA,Murrieta,"45,105","1,129","1,137",1,2,15,69,249,640,153,8,,,,,,,
2001,CALIFORNIA,Napa,"73,934","1,980","2,023",1,25,45,157,254,"1,385",113,43,,,,,,,
2001,CALIFORNIA,National City,"55,268","2,632","2,643",1,27,137,312,386,"1,090",679,11,,,,,,,
2001,CALIFORNIA,Newark,"43,260","1,972","1,982",0,14,33,82,238,"1,440",165,10,,,,,,,
2001,CALIFORNIA,Newport Beach,"71,333","2,395","2,402",0,5,35,93,504,"1,618",140,7,,,,,,,
2001,CALIFORNIA,Norco,"24,606",931,936,3,1,20,71,177,532,127,5,,,,,,,
2001,CALIFORNIA,Norwalk,"105,218","3,656","3,677",7,19,219,556,544,"1,436",875,21,,,,,,,
2001,CALIFORNIA,Novato,"48,515","1,317","1,349",0,15,17,74,439,656,116,32,,,,,,,
2001,CALIFORNIA,Oakdale,"15,791","1,051","1,055",1,15,17,37,252,642,87,4,,,,,,,
2001,CALIFORNIA,Oakland,"406,908","27,627","27,955",84,295,"2,125","2,826","3,696","13,081","5,520",328,,,,,,,
2001,CALIFORNIA,Oakley,"26,095",885,892,0,13,12,84,103,570,103,7,,,,,,,
2001,CALIFORNIA,Oceanside,"164,022","5,887","5,931",4,86,258,722,"1,071","3,074",672,44,,,,,,,
2001,CALIFORNIA,Ontario,"160,943","8,546","8,641",10,74,388,717,"1,082","4,432","1,843",95,,,,,,,
2001,CALIFORNIA,Orange,"131,215","3,692","3,729",0,18,125,209,467,"2,435",438,37,,,,,,,
2001,CALIFORNIA,Orinda,"17,926",297,299,0,0,9,11,63,193,21,2,,,,,,,
2001,CALIFORNIA,Oroville,"13,246","1,067","1,068",0,4,30,13,271,589,160,1,,,,,,,
2001,CALIFORNIA,Oxnard,"173,524","5,250","5,298",6,38,393,375,917,"3,062",459,48,,,,,,,
2001,CALIFORNIA,Pacifica,"39,103",762,767,0,7,13,75,119,486,62,5,,,,,,,
2001,CALIFORNIA,Pacific Grove,"15,810",304,305,0,5,4,18,62,204,11,1,,,,,,,
2001,CALIFORNIA,Palmdale,"118,838","4,312","4,355",8,48,178,673,896,"1,932",577,43,,,,,,,
2001,CALIFORNIA,Palm Desert,"41,920","2,319","2,320",1,6,47,122,538,"1,399",206,1,,,,,,,
2001,CALIFORNIA,Palm Springs,"43,603","3,366","3,401",4,21,112,312,771,"1,701",445,35,,,,,,,
2001,CALIFORNIA,Palo Alto,"59,687","1,880","1,894",2,7,35,38,255,"1,461",82,14,,,,,,,
2001,CALIFORNIA,Palos Verdes Estates,"13,588",137,139,0,1,3,3,51,68,11,2,,,,,,,
2001,CALIFORNIA,Paradise,"26,899",922,926,0,6,5,48,230,568,65,4,,,,,,,
2001,CALIFORNIA,Paramount,"56,293","2,301","2,340",6,20,181,248,346,951,549,39,,,,,,,
2001,CALIFORNIA,Parlier,"11,352",654,661,0,2,12,105,82,323,130,7,,,,,,,
2001,CALIFORNIA,Pasadena,"136,425","5,240","5,286",4,34,268,370,899,"3,157",508,46,,,,,,,
2001,CALIFORNIA,Paso Robles,"24,749",823,825,2,9,11,49,183,514,55,2,,,,,,,
2001,CALIFORNIA,Patterson,"11,822",336,337,0,4,5,9,79,194,45,1,,,,,,,
2001,CALIFORNIA,Perris,"36,862","1,829","1,832",5,11,78,272,391,701,371,3,,,,,,,
2001,CALIFORNIA,Petaluma,"55,562","1,806","1,821",1,10,13,67,256,"1,372",87,15,,,,,,,
2001,CALIFORNIA,Pico Rivera,"64,607","1,787","1,806",4,16,113,374,260,705,315,19,,,,,,,
2001,CALIFORNIA,Piedmont,"11,156",297,301,0,2,5,0,78,161,51,4,,,,,,,
2001,CALIFORNIA,Pinole,"19,393","1,242","1,250",0,5,50,62,197,679,249,8,,,,,,,
2001,CALIFORNIA,Pittsburg,"57,824","2,893","2,898",4,10,93,116,372,"1,812",486,5,,,,,,,
2001,CALIFORNIA,Placentia,"47,352","1,003","1,007",1,1,21,113,192,562,113,4,,,,,,,
2001,CALIFORNIA,Pleasant Hill,"33,447","1,809","1,817",0,9,57,63,344,"1,171",165,8,,,,,,,
2001,CALIFORNIA,Pleasanton,"64,837","1,749","1,759",0,9,24,48,213,"1,321",134,10,,,,,,,
2001,CALIFORNIA,Pomona,"152,251","6,131","6,158",19,54,418,"1,046",951,"2,489","1,154",27,,,,,,,
2001,CALIFORNIA,Porterville,"40,351","2,008","2,013",2,8,46,124,388,"1,191",249,5,,,,,,,
2001,CALIFORNIA,Port Hueneme,"22,251",488,490,0,8,27,35,130,248,40,2,,,,,,,
2001,CALIFORNIA,Poway,"48,937","1,027","1,038",0,11,18,77,259,578,84,11,,,,,,,
2001,CALIFORNIA,Rancho Cucamonga,"130,117","3,805","3,841",1,17,123,156,811,"2,089",608,36,,,,,,,
2001,CALIFORNIA,Rancho Mirage,"13,495",613,614,0,5,3,42,159,358,46,1,,,,,,,
2001,CALIFORNIA,Rancho Palos Verdes,"41,910",498,502,1,0,11,30,145,279,32,4,,,,,,,
2001,CALIFORNIA,Rancho Santa Margarita,"48,091",511,512,0,4,8,51,71,338,39,1,,,,,,,
2001,CALIFORNIA,Red Bluff,"13,391",761,763,0,7,8,112,151,438,45,2,,,,,,,
2001,CALIFORNIA,Redding,"82,368","3,246","3,270",1,67,64,263,642,"1,898",311,24,,,,,,,
2001,CALIFORNIA,Redlands,"64,773","2,565","2,581",1,19,83,301,383,"1,431",347,16,,,,,,,
2001,CALIFORNIA,Redondo Beach,"64,437","1,917","1,919",1,7,61,116,320,"1,184",228,2,,,,,,,
2001,CALIFORNIA,Redwood City,"76,803","2,206","2,222",1,22,59,203,472,"1,297",152,16,,,,,,,
2001,CALIFORNIA,Reedley,"21,142","1,026","1,044",2,5,14,132,167,588,118,18,,,,,,,
2001,CALIFORNIA,Rialto,"93,580","3,634","3,666",10,35,235,483,553,"1,328",990,32,,,,,,,
2001,CALIFORNIA,Richmond,"101,060","7,190","7,285",18,47,410,540,"1,230","3,448","1,497",95,,,,,,,
2001,CALIFORNIA,Ridgecrest,"25,390",863,879,1,10,16,116,219,438,63,16,,,,,,,
2001,CALIFORNIA,Ripon,"10,335",395,397,0,1,1,26,54,284,29,2,,,,,,,
2001,CALIFORNIA,Riverbank,"16,120",524,534,0,1,7,32,94,323,67,10,,,,,,,
2001,CALIFORNIA,Riverside,"259,908","14,518","14,738",20,95,622,"1,422","2,225","7,896","2,238",220,,,,,,,
2001,CALIFORNIA,Rocklin,"37,005",728,735,0,7,10,13,157,434,107,7,,,,,,,
2001,CALIFORNIA,Rohnert Park,"43,021","1,769","1,784",1,21,29,35,685,880,118,15,,,,,,,
2001,CALIFORNIA,Rosemead,"54,499","1,333","1,344",5,15,106,174,300,452,281,11,,,,,,,
2001,CALIFORNIA,Roseville,"81,406","3,477","3,491",1,17,56,167,413,"2,414",409,14,,,,,,,
2001,CALIFORNIA,Sacramento,"414,582","30,691","31,131",40,169,"1,440","1,660","5,068","15,977","6,337",440,,,,,,,
2001,CALIFORNIA,Salinas,"153,867","6,979","7,032",15,56,399,799,843,"4,102",765,53,,,,,,,
2001,CALIFORNIA,San Anselmo,"12,608",225,226,0,4,2,12,69,127,11,1,,,,,,,
2001,CALIFORNIA,San Bernardino,"188,847","12,803","12,942",30,89,829,"1,449","2,299","5,868","2,239",139,,,,,,,
2001,CALIFORNIA,San Bruno,"40,911","1,049","1,050",1,11,34,56,105,706,136,1,,,,,,,
2001,CALIFORNIA,San Carlos,"28,233",573,573,1,3,8,33,87,401,40,0,,,,,,,
2001,CALIFORNIA,San Clemente,"50,864",839,848,3,1,24,38,173,523,77,9,,,,,,,
2001,CALIFORNIA,San Diego,"1,246,136","50,444","50,645",50,342,"1,729","5,284","7,219","25,050","10,770",201,,,,,,,
2001,CALIFORNIA,San Dimas,"35,630",847,852,0,9,27,70,202,428,111,5,,,,,,,
2001,CALIFORNIA,San Fernando,"24,002","1,018","1,024",3,3,77,146,146,442,201,6,,,,,,,
2001,CALIFORNIA,San Gabriel,"40,544","1,026","1,034",3,4,96,94,208,503,118,8,,,,,,,
2001,CALIFORNIA,Sanger,"19,283",806,818,1,8,31,121,147,364,134,12,,,,,,,
2001,CALIFORNIA,San Jacinto,"24,221",611,612,1,10,23,65,229,137,146,1,,,,,,,
2001,CALIFORNIA,San Jose,"913,513","25,163","25,660",22,329,712,"4,501","2,939","13,567","3,093",497,,,,,,,
2001,CALIFORNIA,San Juan Capistrano,"34,455",614,617,1,5,15,64,85,400,44,3,,,,,,,
2001,CALIFORNIA,San Leandro,"80,929","4,490","4,509",1,12,231,298,686,"2,526",736,19,,,,,,,
2001,CALIFORNIA,San Luis Obispo,"44,995","2,030","2,115",0,23,17,129,393,"1,336",132,85,,,,,,,
2001,CALIFORNIA,San Marcos,"55,999","1,525","1,534",1,12,50,175,390,701,196,9,,,,,,,
2001,CALIFORNIA,San Marino,"13,186",146,147,0,0,2,2,35,100,7,1,,,,,,,
2001,CALIFORNIA,San Mateo,"94,201","2,822","2,849",1,26,77,308,253,"1,938",219,27,,,,,,,
2001,CALIFORNIA,San Pablo,"30,777","2,135","2,150",3,8,134,189,528,738,535,15,,,,,,,
2001,CALIFORNIA,San Rafael,"57,105","2,037","2,043",2,20,73,111,355,"1,152",324,6,,,,,,,
2001,CALIFORNIA,San Ramon,"45,553","1,125","1,128",0,8,20,42,161,827,67,3,,,,,,,
2001,CALIFORNIA,Santa Ana,"344,258","12,066","12,269",24,55,942,823,"1,396","6,263","2,563",203,,,,,,,
2001,CALIFORNIA,Santa Barbara,"94,041","2,946","2,957",3,28,106,402,443,"1,822",142,11,,,,,,,
2001,CALIFORNIA,Santa Clara,"104,263","3,350","3,395",0,20,45,217,420,"2,412",236,45,,,,,,,
2001,CALIFORNIA,Santa Clarita,"153,896","3,161","3,214",3,23,79,210,662,"1,831",353,53,,,,,,,
2001,CALIFORNIA,Santa Cruz,"55,608","3,546","3,565",0,51,87,399,478,"2,322",209,19,,,,,,,
2001,CALIFORNIA,Santa Fe Springs,"17,762","1,383","1,387",1,2,62,56,205,781,276,4,,,,,,,
2001,CALIFORNIA,Santa Maria,"78,862","2,651","2,672",4,23,98,205,387,"1,693",241,21,,,,,,,
2001,CALIFORNIA,Santa Monica,"85,647","4,905","4,949",2,23,313,316,720,"3,016",515,44,,,,,,,
2001,CALIFORNIA,Santa Paula,"29,129",834,847,0,1,56,68,292,352,65,13,,,,,,,
2001,CALIFORNIA,Santa Rosa,"150,338","5,854","5,899",3,72,123,309,773,"4,050",524,45,,,,,,,
2001,CALIFORNIA,Santee,"53,960","1,459","1,463",4,18,26,178,292,742,199,4,,,,,,,
2001,CALIFORNIA,Saratoga,"30,398",341,341,0,3,2,24,98,207,7,0,,,,,,,
2001,CALIFORNIA,Scotts Valley,"11,597",405,407,0,1,3,34,70,281,16,2,,,,,,,
2001,CALIFORNIA,Seal Beach,"24,606",474,475,0,0,16,35,114,259,50,1,,,,,,,
2001,CALIFORNIA,Seaside,"32,285",994,"1,005",0,13,49,178,139,558,57,11,,,,,,,
2001,CALIFORNIA,Selma,"19,805","1,131","1,134",2,3,34,81,154,671,186,3,,,,,,,
2001,CALIFORNIA,Shafter,"12,973",407,425,0,1,3,60,69,243,31,18,,,,,,,
2001,CALIFORNIA,Sierra Madre,"10,775",156,156,0,0,2,4,49,93,8,0,,,,,,,
2001,CALIFORNIA,Simi Valley,"113,420","1,746","1,759",6,11,37,99,361,"1,040",192,13,,,,,,,
2001,CALIFORNIA,Solana Beach,"13,220",337,340,0,1,10,23,114,158,31,3,,,,,,,
2001,CALIFORNIA,Soledad,"11,472",275,276,1,1,13,20,72,153,15,1,,,,,,,
2001,CALIFORNIA,South El Monte,"21,537",716,721,3,6,58,102,122,273,152,5,,,,,,,
2001,CALIFORNIA,South Gate,"98,166","3,109","3,122",4,24,364,141,583,926,"1,067",13,,,,,,,
2001,CALIFORNIA,South Lake Tahoe4,"24,048",929,930,1,16,20,133,240,456,63,1,,,,,,,
2001,CALIFORNIA,South Pasadena,"24,743",555,561,0,3,32,16,120,289,95,6,,,,,,,
2001,CALIFORNIA,South San Francisco,"61,677","1,726","1,743",1,10,68,77,264,"1,097",209,17,,,,,,,
2001,CALIFORNIA,Stanton,"38,098",944,959,0,3,62,117,135,439,188,15,,,,,,,
2001,CALIFORNIA,Stockton,"248,301","19,728","19,843",30,144,"1,030","2,092","2,871","10,558","3,003",115,,,,,,,
2001,CALIFORNIA,Suisun City,"26,603",728,739,0,3,23,38,140,436,88,11,,,,,,,
2001,CALIFORNIA,Sunnyvale,"134,209","2,698","2,715",0,18,59,103,289,"1,995",234,17,,,,,,,
2001,CALIFORNIA,Susanville,"13,793",306,308,0,5,3,42,49,199,8,2,,,,,,,
2001,CALIFORNIA,Temecula,"58,789","2,110","2,119",1,22,27,190,429,"1,189",252,9,,,,,,,
2001,CALIFORNIA,Temple City,"33,997",575,580,2,3,27,74,199,213,57,5,,,,,,,
2001,CALIFORNIA,Thousand Oaks,"119,179","1,888","1,908",1,10,33,130,308,"1,276",130,20,,,,,,,
2001,CALIFORNIA,Torrance,"140,510","4,366","4,392",4,24,210,171,744,"2,582",631,26,,,,,,,
2001,CALIFORNIA,Tracy,"57,987","2,214","2,238",0,16,36,78,361,"1,437",286,24,,,,,,,
2001,CALIFORNIA,Tulare,"44,812","3,015","3,049",5,19,62,348,"1,230","1,146",205,34,,,,,,,
2001,CALIFORNIA,Turlock,"56,847","3,388","3,439",2,19,64,239,593,"1,880",591,51,,,,,,,
2001,CALIFORNIA,Tustin,"68,759","2,127","2,132",0,9,79,169,310,"1,315",245,5,,,,,,,
2001,CALIFORNIA,Twentynine Palms,"15,038",584,598,0,8,6,50,176,286,58,14,,,,,,,
2001,CALIFORNIA,Twin Cities,"21,506",551,555,1,2,10,1,143,334,60,4,,,,,,,
2001,CALIFORNIA,Ukiah,"15,785",720,741,0,9,12,135,95,427,42,21,,,,,,,
2001,CALIFORNIA,Union City,"68,112","2,620","2,649",3,8,123,146,370,"1,554",416,29,,,,,,,
2001,CALIFORNIA,Upland,"69,664","2,949","2,995",4,20,99,229,604,"1,557",436,46,,,,,,,
2001,CALIFORNIA,Vacaville,"90,272","2,342","2,404",0,25,66,184,345,"1,521",201,62,,,,,,,
2001,CALIFORNIA,Vallejo,"118,930","7,249","7,316",4,53,344,758,"1,176","3,963",951,67,,,,,,,
2001,CALIFORNIA,Ventura,"102,791","3,357","3,370",2,28,91,160,565,"2,280",231,13,,,,,,,
2001,CALIFORNIA,Victorville,"65,219","3,203","3,227",2,14,122,185,702,"1,729",449,24,,,,,,,
2001,CALIFORNIA,Visalia,"93,267","5,679","5,734",4,35,113,665,967,"3,308",587,55,,,,,,,
2001,CALIFORNIA,Vista,"91,527","2,552","2,558",3,19,155,242,541,"1,226",366,6,,,,,,,
2001,CALIFORNIA,Walnut,"30,562",449,454,0,5,14,26,92,243,69,5,,,,,,,
2001,CALIFORNIA,Walnut Creek,"65,491","2,545","2,575",0,10,30,91,490,"1,703",221,30,,,,,,,
2001,CALIFORNIA,Watsonville,"45,088","2,250","2,256",4,19,81,205,296,"1,519",126,6,,,,,,,
2001,CALIFORNIA,West Covina,"107,033","4,793","4,839",2,18,152,199,560,"2,962",900,46,,,,,,,
2001,CALIFORNIA,West Hollywood,"36,380","1,954","1,958",1,18,147,227,305,997,259,4,,,,,,,
2001,CALIFORNIA,Westminster,"89,846","3,027","3,033",2,18,131,206,466,"1,638",566,6,,,,,,,
2001,CALIFORNIA,West Sacramento,"32,203","1,554","1,585",2,20,66,131,368,590,377,31,,,,,,,
2001,CALIFORNIA,Whittier,"85,235","2,736","2,744",3,13,122,192,334,"1,690",382,8,,,,,,,
2001,CALIFORNIA,Windsor,"23,167",511,515,1,5,7,60,73,335,30,4,,,,,,,
2001,CALIFORNIA,Woodland,"50,064","1,434","1,471",1,16,48,258,274,657,180,37,,,,,,,
2001,CALIFORNIA,Yorba Linda,"60,013","1,029","1,042",0,2,20,43,114,789,61,13,,,,,,,
2001,CALIFORNIA,Yuba City,"37,441","1,992","2,002",2,23,34,124,386,"1,244",179,10,,,,,,,
2001,CALIFORNIA,Yucaipa,"41,973",779,786,0,9,22,40,157,462,89,7,,,,,,,
2001,CALIFORNIA,Yucca Valley,"17,178",588,599,0,5,11,51,135,327,59,11,,,,,,,
"2,001 ",,,,,,,,,,,,,,,,,,,,
2001,,,,,, , ,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,
2001,COLORADO,Arvada4,"104,919","3,784","3,824",0,23,37,130,466,"2,783",345,40,,,,,,,
2001,COLORADO,Aurora,"283,876","17,224","17,326",17,224,496,937,"1,834","10,871","2,845",102,,,,,,,
2001,COLORADO,Boulder,"97,236","4,140","4,228",0,30,49,132,573,"3,145",211,88,,,,,,,
2001,COLORADO,Broomfield,"39,308","1,738","1,753",0,16,13,14,167,"1,425",103,15,,,,,,,
2001,COLORADO,Colorado Springs,"370,661","19,475","19,612",14,257,494,"1,142","3,070","13,155","1,343",137,,,,,,,
2001,COLORADO,Commerce City,"21,559","2,123","2,135",4,10,41,132,315,"1,271",350,12,,,,,,,
2001,COLORADO,Denver,"569,653","30,272","30,617",45,317,"1,250","1,462","5,642","14,621","6,935",345,,,,,,,
2001,COLORADO,Durango,"14,299",924,936,0,17,7,13,106,740,41,12,,,,,,,
2001,COLORADO,Englewood,"32,586","2,462","2,480",1,17,44,96,290,"1,561",453,18,,,,,,,
2001,COLORADO,Federal Heights,"12,392",863,864,0,2,17,16,96,571,161,1,,,,,,,
2001,COLORADO,Fort Collins,"121,864","4,695","4,731",0,86,35,248,662,"3,448",216,36,,,,,,,
2001,COLORADO,Fort Morgan,"11,333",530,531,0,6,0,9,47,443,25,1,,,,,,,
2001,COLORADO,Golden,"17,624",774,786,0,3,4,35,93,572,67,12,,,,,,,
2001,COLORADO,Grand Junction,"43,123","3,563","3,596",1,20,26,123,468,"2,788",137,33,,,,,,,
2001,COLORADO,Greeley,"79,013","4,303","4,326",4,45,47,203,557,"3,190",257,23,,,,,,,
2001,COLORADO,Greenwood Village,"11,334",865,872,0,4,15,27,100,655,64,7,,,,,,,
2001,COLORADO,Lafayette,"23,825",719,743,0,7,5,100,105,462,40,24,,,,,,,
2001,COLORADO,Lakewood,"148,028","8,454","8,512",7,94,164,244,"1,035","5,829","1,081",58,,,,,,,
2001,COLORADO,Littleton,"41,432","1,482","1,487",1,2,13,45,243,992,186,5,,,,,,,
2001,COLORADO,Louisville,"19,450",431,431,0,4,2,22,56,320,27,0,,,,,,,
2001,COLORADO,Loveland,"51,978","1,643","1,656",0,16,6,55,233,"1,260",73,13,,,,,,,
2001,COLORADO,Montrose,"12,678",634,640,1,7,0,27,80,490,29,6,,,,,,,
2001,COLORADO,Northglenn,"32,430","1,751","1,770",0,8,20,101,210,"1,222",190,19,,,,,,,
2001,COLORADO,Parker,"24,196",578,582,0,0,5,3,154,389,27,4,,,,,,,
2001,COLORADO,Pueblo,"104,886","6,466","6,526",5,49,146,608,"1,131","4,170",357,60,,,,,,,
2001,COLORADO,Steamboat Springs,"10,081",418,420,0,1,1,30,83,281,22,2,,,,,,,
2001,COLORADO,Sterling,"11,668",598,604,0,6,0,20,83,473,16,6,,,,,,,
2001,COLORADO,Thornton,"84,614","5,081","5,081",1,32,50,393,606,"3,464",535,0,,,,,,,
2001,COLORADO,Wheat Ridge,"33,804","2,007","2,023",1,22,36,120,229,"1,316",283,16,,,,,,,
"2,001 ",,,,,,,,,,,,,,,,,,,,
2001,,, ,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,
2001,CONNECTICUT,Ansonia,"18,660",400,400,0,1,12,70,54,203,60,0,,,,,,,
2001,CONNECTICUT,Avon,"15,923",151,151,0,0,1,0,22,119,9,0,,,,,,,
2001,CONNECTICUT,Berlin,"18,319",471,471,0,0,7,3,62,343,56,0,,,,,,,
2001,CONNECTICUT,Bethel,"18,170",150,151,0,0,0,3,37,98,12,1,,,,,,,
2001,CONNECTICUT,Bloomfield,"19,699",736,739,0,14,15,119,61,480,47,3,,,,,,,
2001,CONNECTICUT,Branford,"28,847",911,914,0,9,14,29,67,746,46,3,,,,,,,
2001,CONNECTICUT,Bridgeport,"140,328","8,162","8,323",16,69,608,"1,217","1,266","2,876","2,110",161,,,,,,,
2001,CONNECTICUT,Bristol,"60,406","1,735","1,735",2,16,40,180,340,"1,022",135,0,,,,,,,
2001,CONNECTICUT,Brookfield,"15,754",155,156,0,0,2,8,10,124,11,1,,,,,,,
2001,CONNECTICUT,Cheshire,"28,707",347,348,0,0,0,3,74,244,26,1,,,,,,,
2001,CONNECTICUT,Clinton,"13,169",194,195,0,1,2,8,20,156,7,1,,,,,,,
2001,CONNECTICUT,Coventry,"11,570",195,197,0,0,2,10,42,137,4,2,,,,,,,
2001,CONNECTICUT,Cromwell,"12,945",349,351,0,1,6,2,61,252,27,2,,,,,,,
2001,CONNECTICUT,Danbury,"75,277","2,015","2,024",0,10,53,80,344,"1,336",192,9,,,,,,,
2001,CONNECTICUT,Darien,"19,719",233,233,0,0,1,3,39,172,18,0,,,,,,,
2001,CONNECTICUT,East Hampton,"13,428",91,91,0,2,1,3,11,69,5,0,,,,,,,
2001,CONNECTICUT,East Hartford,"49,859","1,869","1,890",3,19,80,162,283,"1,033",289,21,,,,,,,
2001,CONNECTICUT,East Haven,"28,350",827,829,0,7,23,36,108,549,104,2,,,,,,,
2001,CONNECTICUT,Enfield,"45,471",920,928,1,0,8,55,163,591,102,8,,,,,,,
2001,CONNECTICUT,Fairfield,"57,668","1,272","1,273",0,1,12,11,227,930,91,1,,,,,,,
2001,CONNECTICUT,Farmington,"23,776",761,761,0,4,12,6,76,615,48,0,,,,,,,
2001,CONNECTICUT,Glastonbury,"32,059",418,419,0,1,4,4,61,333,15,1,,,,,,,
2001,CONNECTICUT,Granby,"10,406",122,122,0,0,1,1,10,106,4,0,,,,,,,
2001,CONNECTICUT,Greenwich,"61,451",739,746,1,4,10,18,111,544,51,7,,,,,,,
2001,CONNECTICUT,Groton,"10,067",269,269,0,5,6,10,57,183,8,0,,,,,,,
2001,CONNECTICUT,Groton Town,"29,398",757,759,1,27,28,31,97,552,21,2,,,,,,,
2001,CONNECTICUT,Guilford,"21,521",353,354,0,2,3,11,60,259,18,1,,,,,,,
2001,CONNECTICUT,Hartford,"122,274","10,789","10,931",25,64,889,615,"1,569","5,798","1,829",142,,,,,,,
2001,CONNECTICUT,Madison,"17,960",156,159,0,0,2,4,31,116,3,3,,,,,,,
2001,CONNECTICUT,Manchester,"55,054","2,205","2,216",0,15,52,49,264,"1,603",222,11,,,,,,,
2001,CONNECTICUT,Meriden,"58,578","2,329","2,332",2,7,56,36,526,"1,545",157,3,,,,,,,
2001,CONNECTICUT,Middletown,"43,414","1,239","1,239",2,8,26,28,215,822,138,0,,,,,,,
2001,CONNECTICUT,Milford,"52,605","2,078","2,084",1,12,36,25,254,"1,553",197,6,,,,,,,
2001,CONNECTICUT,Monroe,"19,357",264,264,0,3,1,3,29,220,8,0,,,,,,,
2001,CONNECTICUT,Naugatuck,"31,167",690,694,0,7,11,31,100,477,64,4,,,,,,,
