Year,State,City by state,Population,Crime Index,Modified Crime Index1,Murder      and non-negligent         man-     slaughter,Forcible rape,Robbery,Aggravated assault,Burglary,Larceny-theft,Motor vehicle theft,Arson1
"2,002",TEXAS,Highland Park,"9,235",314,315,0,0,3,8,47,239,17,1
"2,002",TEXAS,Hill Country Village,"1,074",83,83,0,0,3,0,19,59,2,0
"2,002",TEXAS,Hillsboro,"8,598",538,538,1,7,7,24,79,387,33,0
"2,002",TEXAS,Hitchcock,"6,670",228,229,0,8,3,21,59,123,14,1
"2,002",TEXAS,Holliday,"1,705",29,29,0,0,2,1,14,8,4,0
"2,002",TEXAS,Hollywood Park,"3,115",121,121,0,1,0,3,2,112,3,0
"2,002",TEXAS,Hondo,"8,249",286,286,0,9,2,20,74,168,13,0
"2,002",TEXAS,Hooks,"3,105",31,31,0,0,1,5,5,19,1,0
"2,002",TEXAS,Horizon City,"5,466",102,105,0,0,0,4,27,68,3,3
"2,002",TEXAS,Horseshoe Bay,"3,485",50,50,0,0,0,2,10,38,0,0
"2,002",TEXAS,Howe,"2,589",69,69,0,3,1,12,16,31,6,0
"2,002",TEXAS,Hubbard,"1,656",49,49,0,0,1,6,13,27,2,0
"2,002",TEXAS,Hudson,"3,960",43,43,0,2,0,14,22,0,5,0
"2,002",TEXAS,Hudson Oaks,"1,710",41,41,3,0,0,1,2,32,3,0
"2,002",TEXAS,Huntington,"2,160",32,32,0,0,2,0,11,16,3,0
"2,002",TEXAS,Hutchins,"2,930",148,148,0,2,1,5,33,82,25,0
"2,002",TEXAS,Hutto,"1,306",49,49,0,0,0,12,6,29,2,0
"2,002",TEXAS,Idalou,"2,253",36,36,0,0,0,3,6,27,0,0
"2,002",TEXAS,Ingleside,"9,806",180,181,0,2,3,3,49,117,6,1
"2,002",TEXAS,Ingram,"1,817",59,59,0,1,0,4,15,37,2,0
"2,002",TEXAS,Iowa Park,"6,717",87,87,0,4,1,11,17,37,17,0
"2,002",TEXAS,Italy,"2,082",75,75,0,0,0,5,13,55,2,0
"2,002",TEXAS,Itasca,"1,569",31,31,0,1,0,1,8,19,2,0
"2,002",TEXAS,Jacksboro,"4,735",61,61,0,0,0,1,10,48,2,0
"2,002",TEXAS,Jamaica Beach,"1,123",15,15,0,0,0,0,7,7,1,0
"2,002",TEXAS,Jasper,"8,614",412,415,0,0,18,16,85,278,15,3
"2,002",TEXAS,Jefferson,"2,114",116,116,0,1,5,11,46,49,4,0
"2,002",TEXAS,Jersey Village,"7,186",255,255,0,0,2,3,40,154,56,0
"2,002",TEXAS,Johnson City,"1,244",34,34,0,0,0,1,8,25,0,0
"2,002",TEXAS,Jones Creek,"2,225",8,8,0,0,0,0,4,4,0,0
"2,002",TEXAS,Joshua,"4,730",99,100,0,1,0,8,25,56,9,1
"2,002",TEXAS,Jourdanton,"3,898",92,92,0,0,0,5,6,78,3,0
"2,002",TEXAS,Junction,"2,734",102,103,0,1,0,8,16,74,3,1
"2,002",TEXAS,Karnes City,"3,611",42,44,0,0,0,5,15,20,2,2
"2,002",TEXAS,Kaufman,"6,779",376,377,2,2,6,15,64,257,30,1
"2,002",TEXAS,Keene,"5,226",109,109,0,2,0,6,24,68,9,0
"2,002",TEXAS,Kemah,"2,434",166,167,1,4,1,1,20,136,3,1
"2,002",TEXAS,Kemp,"1,183",49,49,0,0,0,4,10,32,3,0
"2,002",TEXAS,Kenedy,"3,642",109,109,0,0,1,11,36,52,9,0
"2,002",TEXAS,Kennedale,"6,111",240,240,1,3,3,21,54,131,27,0
"2,002",TEXAS,Kermit,"5,968",85,85,0,1,0,17,20,44,3,0
"2,002",TEXAS,Kirby,"9,059",234,241,0,1,5,18,41,148,21,7
"2,002",TEXAS,Kirbyville,"2,178",44,44,0,0,0,1,10,31,2,0
"2,002",TEXAS,Knox City,"1,273",36,36,0,2,0,1,14,14,5,0
"2,002",TEXAS,Kountze,"2,209",122,126,1,3,0,19,24,70,5,4
"2,002",TEXAS,Kress,863,18,18,0,0,1,1,7,9,0,0
"2,002",TEXAS,Kyle,"5,550",146,146,0,1,2,18,22,100,3,0
"2,002",TEXAS,Lacy-Lakeview,"6,021",317,318,0,4,4,15,46,229,19,1
"2,002",TEXAS,La Feria,"6,387",336,336,0,0,1,16,59,259,1,0
"2,002",TEXAS,Lago Vista,"4,707",139,143,0,1,0,1,35,86,16,4
"2,002",TEXAS,La Grange,"4,677",110,110,0,4,0,5,20,78,3,0
"2,002",TEXAS,La Joya,"3,450",30,31,0,0,0,5,8,16,1,1
"2,002",TEXAS,Lake Dallas,"6,441",265,268,0,2,2,15,39,188,19,3
"2,002",TEXAS,Lakeside,"1,086",20,20,0,1,0,4,3,12,0,0
"2,002",TEXAS,Lakeview,"7,070",123,123,0,1,1,13,18,87,3,0
"2,002",TEXAS,Lakeway,"8,358",140,141,0,0,0,2,28,108,2,1
"2,002",TEXAS,Lake Worth,"4,824",738,739,0,0,5,17,56,630,30,1
"2,002",TEXAS,Lampasas,"7,088",381,381,0,14,0,15,71,271,10,0
"2,002",TEXAS,La Vernia,972,25,25,0,0,0,7,6,11,1,0
"2,002",TEXAS,Lavon,405,11,11,0,0,0,0,2,8,1,0
"2,002",TEXAS,Leander,"7,934",131,138,0,0,1,27,17,78,8,7
"2,002",TEXAS,Leon Valley,"9,650",636,636,0,1,13,18,84,484,36,0
"2,002",TEXAS,Lexington,"1,230",54,54,0,0,0,7,10,36,1,0
"2,002",TEXAS,Liberty,"8,391",445,446,0,0,7,3,171,245,19,1
"2,002",TEXAS,Lindale,"3,086",133,134,0,3,2,5,11,107,5,1
"2,002",TEXAS,Linden,"2,356",88,88,0,0,1,5,22,54,6,0
"2,002",TEXAS,Live Oak,"9,564",462,465,1,4,7,15,35,369,31,3
"2,002",TEXAS,Livingston,"5,675",360,360,1,4,8,16,43,269,19,0
"2,002",TEXAS,Llano,"3,473",149,150,0,2,0,5,23,113,6,1
"2,002",TEXAS,Lockney,"2,147",47,47,0,0,1,2,11,30,3,0
"2,002",TEXAS,Lone Star,"1,704",79,79,0,0,0,7,16,47,9,0
"2,002",TEXAS,Lorena,"1,497",44,44,0,0,0,2,5,36,1,0
"2,002",TEXAS,Los Fresnos,"4,712",94,94,0,0,0,6,22,64,2,0
"2,002",TEXAS,Luling,"5,306",234,235,0,0,0,6,59,165,4,1
"2,002",TEXAS,Lumberton,"9,119",343,344,0,0,1,5,62,267,8,1
"2,002",TEXAS,Lytle,"2,489",96,96,0,0,1,1,14,73,7,0
"2,002",TEXAS,Madisonville,"4,345",179,181,0,2,1,21,29,115,11,2
"2,002",TEXAS,Magnolia,"1,161",68,68,0,2,2,4,12,41,7,0
"2,002",TEXAS,Malakoff,"2,357",145,145,0,1,0,12,43,76,13,0
"2,002",TEXAS,Manor,"1,258",63,64,0,0,2,4,15,37,5,1
"2,002",TEXAS,Manvel,"3,182",67,68,0,0,0,6,17,38,6,1
"2,002",TEXAS,Marble Falls,"5,179",284,287,0,3,0,5,41,217,18,3
"2,002",TEXAS,Marfa,"2,216",22,22,0,0,0,5,7,10,0,0
"2,002",TEXAS,Marlin,"6,923",205,205,0,0,4,31,45,123,2,0
"2,002",TEXAS,Mart,"2,375",112,112,0,0,0,11,19,79,3,0
"2,002",TEXAS,Martindale,996,1,1,0,0,0,0,1,0,0,0
"2,002",TEXAS,Mathis,"5,258",146,146,0,0,0,9,53,81,3,0
"2,002",TEXAS,McGregor,"4,938",111,111,0,1,1,10,48,50,1,0
"2,002",TEXAS,Meadows Place,"5,130",118,119,0,0,4,3,21,81,9,1
"2,002",TEXAS,Melissa,"1,410",39,40,0,0,0,4,8,26,1,1
"2,002",TEXAS,Memphis,"2,590",60,60,0,0,0,1,30,27,2,0
"2,002",TEXAS,Meridian,"1,557",3,3,1,0,0,0,1,1,0,0
"2,002",TEXAS,Merkel,"2,755",59,59,0,1,0,7,21,26,4,0
"2,002",TEXAS,Mexia,"6,855",492,492,0,4,4,49,113,308,14,0
"2,002",TEXAS,Midlothian,"7,813",328,328,0,3,2,9,55,230,29,0
"2,002",TEXAS,Mineola,"4,752",92,92,0,0,2,8,21,56,5,0
"2,002",TEXAS,Monahans,"7,125",128,130,0,3,1,6,27,87,4,2
"2,002",TEXAS,Mont Belvieu,"2,428",259,259,0,2,5,4,13,216,19,0
"2,002",TEXAS,Montgomery,511,13,13,0,0,0,4,1,8,0,0
"2,002",TEXAS,Morgans Point Resort,"3,122",59,59,0,1,1,5,17,34,1,0
"2,002",TEXAS,Muleshoe,"4,732",115,115,0,4,0,7,30,69,5,0
"2,002",TEXAS,Munday,"1,595",21,21,0,0,0,0,5,14,2,0
"2,002",TEXAS,Mustang Ridge,820,12,12,0,0,1,0,4,5,2,0
"2,002",TEXAS,Nash,"2,266",54,54,0,0,1,12,10,31,0,0
"2,002",TEXAS,Nassau Bay,"4,356",148,148,2,0,1,2,16,123,4,0
"2,002",TEXAS,Navasota,"7,091",359,361,1,2,2,21,85,237,11,2
"2,002",TEXAS,Needville,"2,725",62,62,0,5,2,3,7,39,6,0
"2,002",TEXAS,New Boston,"5,022",299,300,0,0,7,9,31,246,6,1
"2,002",TEXAS,New Deal,740,3,3,0,0,0,2,0,1,0,0
"2,002",TEXAS,Nocona,"3,341",183,185,4,0,0,7,60,109,3,2
"2,002",TEXAS,Nolanville,"2,246",94,94,0,1,0,19,23,44,7,0
"2,002",TEXAS,Northlake,962,27,31,1,0,0,5,6,13,2,4
"2,002",TEXAS,Oak Ridge,234,3,3,0,0,0,0,3,0,0,0
"2,002",TEXAS,Oak Ridge North,"3,124",125,125,1,0,1,7,20,85,11,0
"2,002",TEXAS,O'Donnell,"1,056",9,9,0,0,0,1,2,4,2,0
"2,002",TEXAS,Olmos Park,"2,447",34,34,0,0,1,0,8,24,1,0
"2,002",TEXAS,Olney,"3,548",111,111,1,3,1,3,26,70,7,0
"2,002",TEXAS,Olton,"2,390",33,34,0,3,0,8,6,12,4,1
"2,002",TEXAS,Onalaska,"1,226",59,59,0,0,1,7,14,36,1,0
"2,002",TEXAS,Orange Grove,"1,345",32,32,0,0,0,4,18,8,2,0
"2,002",TEXAS,Overton,"2,455",54,54,0,2,0,1,27,22,2,0
"2,002",TEXAS,Ovilla,"3,557",30,30,0,0,0,0,18,11,1,0
"2,002",TEXAS,Oyster Creek,"1,245",75,75,0,0,0,3,17,53,2,0
"2,002",TEXAS,Palacios,"5,382",118,124,0,4,1,23,31,48,11,6
"2,002",TEXAS,Palmer,"1,853",82,83,0,0,1,4,11,65,1,1
"2,002",TEXAS,Panhandle,"2,704",35,35,0,3,0,1,8,22,1,0
"2,002",TEXAS,Pantego,"2,421",180,180,0,0,3,3,23,142,9,0
"2,002",TEXAS,Parker,"1,440",26,26,0,0,0,1,2,22,1,0
"2,002",TEXAS,Pearsall,"7,475",366,366,1,5,3,18,161,167,11,0
"2,002",TEXAS,Pecos,"9,924",347,349,0,0,4,24,105,206,8,2
"2,002",TEXAS,Pelican Bay,"1,572",24,25,0,7,0,8,5,3,1,1
"2,002",TEXAS,Penitas,"1,219",13,13,0,0,0,2,1,8,2,0
"2,002",TEXAS,Perryton,"8,120",172,173,0,1,0,19,28,119,5,1
"2,002",TEXAS,Pinehurst,"2,376",115,115,0,0,0,12,25,71,7,0
"2,002",TEXAS,Pittsburg,"4,540",226,227,1,0,3,33,52,121,16,1
"2,002",TEXAS,Pleasanton,"8,634",280,280,1,4,4,21,49,191,10,0
"2,002",TEXAS,Point Comfort,815,8,8,0,0,0,2,4,0,2,0
"2,002",TEXAS,Port Aransas,"3,520",397,398,1,3,0,15,36,329,13,1
"2,002",TEXAS,Port Isabel,"5,081",233,233,0,7,2,18,21,175,10,0
"2,002",TEXAS,Poteet,"3,452",89,90,0,1,0,8,35,42,3,1
"2,002",TEXAS,Pottsboro,"1,649",79,79,0,1,0,10,27,35,6,0
"2,002",TEXAS,Premont,"2,895",64,64,0,2,1,19,9,32,1,0
"2,002",TEXAS,Primera,"2,844",44,44,0,0,1,0,8,29,6,0
"2,002",TEXAS,Princeton,"3,632",64,65,0,0,1,11,12,36,4,1
"2,002",TEXAS,Progreso,"5,067",53,53,0,0,0,17,20,15,1,0
"2,002",TEXAS,Quanah,"3,156",48,52,0,5,0,4,12,26,1,4
"2,002",TEXAS,Queen City,"1,685",111,111,0,1,0,9,13,83,5,0
"2,002",TEXAS,Quinlan,"1,431",63,64,0,0,4,4,18,34,3,1
"2,002",TEXAS,Quitman,"2,121",34,36,1,0,0,0,9,23,1,2
"2,002",TEXAS,Ranger,"2,699",94,95,0,1,0,10,29,49,5,1
"2,002",TEXAS,Ransom Canyon,"1,056",13,13,0,0,0,0,0,12,1,0
"2,002",TEXAS,Red Oak,"4,492",412,412,0,0,2,16,53,320,21,0
"2,002",TEXAS,Refugio,"3,072",63,64,0,0,0,1,18,40,4,1
"2,002",TEXAS,Reno,"2,890",46,46,0,2,0,0,16,26,2,0
"2,002",TEXAS,Richland Hills,"8,493",291,291,0,6,2,9,65,177,32,0
"2,002",TEXAS,Richwood,"3,146",96,96,0,0,1,6,18,65,6,0
"2,002",TEXAS,Riesel,"1,016",22,23,0,0,1,4,2,15,0,1
"2,002",TEXAS,Rising Star,872,28,28,0,1,0,1,5,19,2,0
"2,002",TEXAS,River Oaks,"7,296",213,214,0,2,1,7,37,151,15,1
"2,002",TEXAS,Roanoke,"2,935",113,113,0,0,0,4,22,81,6,0
"2,002",TEXAS,Robinson,"8,194",177,178,0,0,2,13,41,114,7,1
"2,002",TEXAS,Rockdale,"5,681",268,269,0,9,2,14,60,170,13,1
"2,002",TEXAS,Rockport,"7,714",687,687,0,3,3,20,149,500,12,0
"2,002",TEXAS,Rollingwood,"1,466",17,17,0,0,0,0,6,9,2,0
"2,002",TEXAS,Roman Forest,"1,336",13,13,0,0,0,2,6,5,0,0
"2,002",TEXAS,Ropesville,540,14,14,0,1,0,1,3,9,0,0
"2,002",TEXAS,Roscoe,"1,439",13,14,0,0,0,2,3,8,0,1
"2,002",TEXAS,Rosebud,"1,559",23,23,0,1,0,1,9,12,0,0
"2,002",TEXAS,Rose City,542,14,14,0,0,0,0,7,7,0,0
"2,002",TEXAS,Royse City,"3,089",80,80,0,0,0,4,18,51,7,0
"2,002",TEXAS,Runaway Bay,"1,153",26,27,0,0,0,3,1,17,5,1
"2,002",TEXAS,Rusk,"5,312",194,195,1,2,3,30,71,83,4,1
"2,002",TEXAS,Sabinal,"1,656",38,39,0,0,0,8,9,21,0,1
"2,002",TEXAS,Salado,"3,630",83,83,0,0,0,1,7,75,0,0
"2,002",TEXAS,San Augustine,"2,586",174,176,0,2,4,27,60,77,4,2
"2,002",TEXAS,San Diego,"4,964",193,193,0,0,0,41,83,64,5,0
"2,002",TEXAS,Sanger,"4,736",122,122,1,1,0,14,27,68,11,0
"2,002",TEXAS,San Saba,"2,755",29,29,0,0,0,1,6,17,5,0
"2,002",TEXAS,Sansom Park Village,"4,367",161,161,0,1,4,5,32,102,17,0
"2,002",TEXAS,Santa Anna,"1,129",11,11,0,0,0,1,7,3,0,0
"2,002",TEXAS,Santa Fe,"9,973",410,410,0,11,2,16,83,267,31,0
"2,002",TEXAS,Santa Rosa,"2,960",83,83,0,3,0,6,21,50,3,0
"2,002",TEXAS,Seabrook,"9,863",337,340,0,6,4,16,60,235,16,3
"2,002",TEXAS,Seadrift,"1,413",34,34,0,0,1,2,13,18,0,0
"2,002",TEXAS,Seagraves,"2,438",27,27,0,0,1,6,8,10,2,0
"2,002",TEXAS,Sealy,"5,482",209,209,0,0,2,11,65,112,19,0
"2,002",TEXAS,Selma,823,207,207,0,2,1,12,22,155,15,0
"2,002",TEXAS,Seminole,"6,173",114,114,0,2,0,5,24,78,5,0
"2,002",TEXAS,Seven Points,"1,196",248,248,0,1,1,15,41,174,16,0
"2,002",TEXAS,Seymour,"3,037",59,59,1,0,0,14,9,29,6,0
"2,002",TEXAS,Shallowater,"2,179",84,84,0,2,0,1,18,60,3,0
"2,002",TEXAS,Shamrock,"2,120",41,43,0,1,0,6,15,14,5,2
"2,002",TEXAS,Shavano Park,"1,832",46,46,0,0,0,0,8,37,1,0
"2,002",TEXAS,Shenandoah,"1,569",124,124,0,0,3,4,8,99,10,0
"2,002",TEXAS,Silsbee,"6,677",176,176,0,0,3,7,41,113,12,0
"2,002",TEXAS,Sinton,"5,928",220,220,1,1,1,15,36,162,4,0
"2,002",TEXAS,Slaton,"6,381",186,186,0,1,0,24,30,125,6,0
"2,002",TEXAS,Smithville,"4,074",154,157,0,0,0,7,41,97,9,3
"2,002",TEXAS,Somerset,"1,619",74,74,0,1,0,6,11,54,2,0
"2,002",TEXAS,Somerville,"1,779",23,23,0,0,0,7,6,9,1,0
"2,002",TEXAS,Sonora,"3,054",52,53,0,0,1,3,6,41,1,1
"2,002",TEXAS,Sour Lake,"1,742",26,26,0,0,0,0,3,23,0,0
"2,002",TEXAS,South Padre Island,"2,529",736,737,1,4,5,17,108,579,22,1
"2,002",TEXAS,Southside Place,"1,614",44,44,0,0,2,1,9,21,11,0
"2,002",TEXAS,Spearman,"3,155",13,13,0,0,0,1,3,7,2,0
"2,002",TEXAS,Springtown,"2,153",97,97,0,2,1,3,23,61,7,0
"2,002",TEXAS,Spring Valley,"4,524",95,95,0,0,2,0,9,78,6,0
"2,002",TEXAS,Spur,"1,136",16,16,0,1,0,4,3,6,2,0
"2,002",TEXAS,Stamford,"3,798",91,91,0,2,0,6,43,38,2,0
"2,002",TEXAS,Stanton,"2,670",36,38,1,2,1,5,6,17,4,2
"2,002",TEXAS,Stratford,"2,080",40,40,0,0,1,5,16,17,1,0
"2,002",TEXAS,Sunset Valley,381,148,149,0,0,4,0,10,133,1,1
"2,002",TEXAS,Surfside Beach,797,34,34,0,0,0,0,14,17,3,0
"2,002",TEXAS,Sweeny,"3,785",141,142,0,0,0,7,28,100,6,1
"2,002",TEXAS,Taft,"3,548",91,93,0,0,0,1,12,77,1,2
"2,002",TEXAS,Tahoka,"3,039",99,99,0,0,0,4,20,73,2,0
"2,002",TEXAS,Tatum,"1,227",24,24,0,0,0,1,3,18,2,0
"2,002",TEXAS,Teague,"4,759",18,18,0,0,1,3,3,11,0,0
"2,002",TEXAS,Terrell Hills,"5,242",145,145,2,0,1,5,30,101,6,0
"2,002",TEXAS,Thorndale,"1,335",25,27,0,2,0,3,4,12,4,2
"2,002",TEXAS,Thrall,742,26,26,0,0,0,6,0,19,1,0
"2,002",TEXAS,Three Rivers,"1,962",21,22,0,0,0,5,5,10,1,1
"2,002",TEXAS,Tioga,788,15,15,0,0,0,0,8,7,0,0
"2,002",TEXAS,Tolar,527,19,19,0,0,0,1,7,10,1,0
"2,002",TEXAS,Tomball,"9,493",508,510,0,2,13,42,71,365,15,2
"2,002",TEXAS,Tool,"2,377",102,102,0,0,0,17,33,46,6,0
"2,002",TEXAS,Trinity,"2,842",84,85,0,2,0,7,22,47,6,1
"2,002",TEXAS,Trophy Club,"6,633",62,62,0,1,1,3,20,36,1,0
"2,002",TEXAS,Tulia,"5,344",179,179,0,2,2,17,33,111,14,0
"2,002",TEXAS,Tye,"1,210",62,62,0,1,3,5,13,39,1,0
"2,002",TEXAS,Van,"2,467",66,67,0,0,0,0,17,44,5,1
"2,002",TEXAS,Van Alstyne,"2,613",56,57,3,0,0,2,11,34,6,1
"2,002",TEXAS,Waelder,990,22,22,0,0,2,2,9,7,2,0
"2,002",TEXAS,Wake Village,"5,358",180,180,0,1,2,5,49,117,6,0
"2,002",TEXAS,Waller,"2,185",140,140,0,0,3,13,31,90,3,0
"2,002",TEXAS,Wallis,"1,224",66,66,0,1,1,0,6,51,7,0
"2,002",TEXAS,Walnut Springs,789,13,15,0,0,0,1,1,10,1,2
"2,002",TEXAS,Webster,"9,487","1,147","1,149",0,4,23,36,105,876,103,2
"2,002",TEXAS,Weimar,"2,069",68,68,0,0,0,8,16,41,3,0
"2,002",TEXAS,Wells,803,34,34,0,0,0,9,11,13,1,0
"2,002",TEXAS,West,"2,812",72,72,0,0,0,3,7,61,1,0
"2,002",TEXAS,West Columbia,"4,444",134,134,0,0,4,9,38,71,12,0
"2,002",TEXAS,West Lake Hills,"3,255",93,93,0,0,2,3,16,71,1,0
"2,002",TEXAS,West Orange,"4,294",359,359,0,1,6,12,40,287,13,0
"2,002",TEXAS,Westover Hills,687,14,14,0,0,0,0,2,11,1,0
"2,002",TEXAS,West Tawakoni,"1,527",95,95,0,0,0,8,23,56,8,0
"2,002",TEXAS,Westworth,"2,219",65,66,0,0,0,13,6,41,5,1
"2,002",TEXAS,Wharton,"9,648",690,696,0,6,32,88,131,408,25,6
"2,002",TEXAS,Whitehouse,"5,584",100,101,0,7,0,8,13,67,5,1
"2,002",TEXAS,White Oak,"5,874",137,137,0,0,1,1,19,92,24,0
"2,002",TEXAS,Whitesboro,"3,928",115,116,0,0,0,1,11,99,4,1
"2,002",TEXAS,Whitney,"1,915",109,109,0,0,0,7,20,82,0,0
"2,002",TEXAS,Willow Park,"2,976",95,95,0,0,1,3,9,77,5,0
"2,002",TEXAS,Wills Point,"3,652",103,103,0,0,1,7,16,74,5,0
"2,002",TEXAS,Wilmer,"3,544",212,212,0,2,2,10,53,115,30,0
"2,002",TEXAS,Windcrest,"5,332",237,237,0,0,6,3,17,205,6,0
"2,002",TEXAS,Wink,960,12,12,0,0,0,2,1,9,0,0
"2,002",TEXAS,Winnsboro,"3,743",55,55,1,0,0,11,16,27,0,0
"2,002",TEXAS,Winters,"3,008",90,91,0,2,1,14,29,37,7,1
"2,002",TEXAS,Wolfforth,"2,668",76,76,0,1,0,16,12,46,1,0
"2,002",TEXAS,Woodville,"2,522",44,44,0,0,1,7,18,18,0,0
"2,002",TEXAS,Woodway,"9,121",198,200,0,1,1,11,33,138,14,2
"2,002",TEXAS,Wortham,"1,130",18,18,0,0,0,3,12,2,1,0
"2,002",TEXAS,Yoakum,"5,986",179,179,0,0,1,0,42,134,2,0
"2,002",TEXAS,Yorktown,"2,373",45,45,0,0,0,1,17,27,0,0
"2,002",,,,,,,,,,,,,
"2,002",,,,,,,,,,,,,
"2,002",,,,,,,,,,,,,
"2,002",UTAH,Blanding,"3,279",47,47,1,1,0,4,21,20,0,0
"2,002",UTAH,Brian Head,122,40,40,0,0,0,0,7,32,1,0
"2,002",UTAH,East Carbon,"1,444",50,50,0,0,0,8,14,28,0,0
"2,002",UTAH,Ephraim,"4,673",141,141,0,1,0,2,33,103,2,0
"2,002",UTAH,Grantsville,"6,239",151,151,2,3,1,8,28,101,8,0
"2,002",UTAH,Gunnison,"2,483",62,62,0,1,0,9,15,37,0,0
"2,002",UTAH,Heber,"7,563",31,31,0,0,0,0,16,13,2,0
"2,002",UTAH,Helper,"2,100",49,50,0,0,0,8,19,18,4,1
"2,002",UTAH,Hildale,"1,966",3,3,0,0,0,1,0,2,0,0
"2,002",UTAH,Hurricane,"8,557",219,219,0,1,0,4,31,164,19,0
"2,002",UTAH,Kanab,"3,697",62,62,0,1,0,4,10,46,1,0
"2,002",UTAH,Leeds,567,0,0,0,0,0,0,0,0,0,0
"2,002",UTAH,Mapleton,"6,025",128,130,0,1,0,2,30,86,9,2
"2,002",UTAH,Moab,"4,956",366,368,0,1,0,12,54,287,12,2
"2,002",UTAH,Monticello,"2,031",31,31,0,2,0,3,1,23,2,0
"2,002",UTAH,Mount Pleasant,"2,808",77,77,0,2,0,14,22,32,7,0
"2,002",UTAH,Naples,"1,349",45,45,0,0,0,0,12,26,7,0
"2,002",UTAH,Nephi,"4,910",142,142,0,1,0,4,43,86,8,0
"2,002",UTAH,North Park,"9,458",256,256,0,3,0,11,34,206,2,0
"2,002",UTAH,North Salt Lake,"9,074",406,406,0,1,6,6,62,302,29,0
"2,002",UTAH,Park City,"7,645",616,616,0,6,4,3,77,512,14,0
"2,002",UTAH,Perry,"2,472",60,61,0,0,0,3,13,39,5,1
"2,002",UTAH,Pleasant View,"5,842",373,373,0,6,0,19,63,261,24,0
"2,002",UTAH,Price,"8,714",486,494,0,4,2,15,78,372,15,8
"2,002",UTAH,Richfield,"7,102",366,366,0,7,1,3,40,313,2,0
"2,002",UTAH,Riverdale,"7,941",478,480,0,2,8,8,32,390,38,2
"2,002",UTAH,Roosevelt,"4,459",197,199,0,3,0,8,17,149,20,2
"2,002",UTAH,Salem/Woodland Hills,"5,510",174,174,0,1,0,1,46,124,2,0
"2,002",UTAH,Salina,"2,482",201,201,0,1,0,4,14,175,7,0
"2,002",UTAH,Santaquin/Genola,"6,015",127,127,0,1,0,6,22,93,5,0
"2,002",UTAH,Smithfield,"7,531",108,108,0,8,0,3,16,80,1,0
"2,002",UTAH,Stockton/Rush Valley,929,5,5,0,0,0,0,2,3,0,0
"2,002",UTAH,Sunset,"5,397",123,126,0,7,0,4,24,78,10,3
"2,002",UTAH,Syracuse,"9,748",202,210,0,0,0,6,28,154,14,8
"2,002",UTAH,Tremonton,"5,800",203,203,0,2,1,2,38,150,10,0
"2,002",UTAH,Vernal,"8,001",474,477,0,1,5,18,37,401,12,3
"2,002",UTAH,Wellington,"1,728",68,68,1,2,0,5,5,50,5,0
"2,002",UTAH,Wendover,"1,594",32,32,0,0,0,6,9,17,0,0
"2,002",UTAH,West Bountiful,"4,650",173,178,0,0,0,2,9,153,9,5
"2,002",UTAH,Willard,"1,690",50,50,0,0,0,3,17,26,4,0
"2,002",UTAH,Woods Cross,"6,658",285,286,0,3,4,2,32,213,31,1
"2,002",UTAH,,,,,,,,,,,,
"2,002",UTAH,VERMONT,,,,,,,,,,,
"2,002",UTAH,,,,,,,,,,,,
"2,002",UTAH,Barre,"9,409",417,420,0,5,2,7,39,345,19,3
"2,002",UTAH,Bellows Falls,"3,206",157,161,0,4,1,12,34,94,12,4
"2,002",UTAH,Berlin,"2,901",164,165,0,0,0,5,22,123,14,1
"2,002",UTAH,Brandon,"3,967",85,85,0,0,0,3,20,60,2,0
"2,002",UTAH,Bristol,"3,836",107,109,0,2,0,5,13,78,9,2
"2,002",UTAH,Chester,"3,083",38,38,0,0,1,1,14,21,1,0
"2,002",UTAH,Dover,"1,428",178,179,0,0,0,1,9,166,2,1
"2,002",UTAH,Fair Haven,"2,965",71,71,0,0,0,1,12,56,2,0
"2,002",UTAH,Hardwick,"3,215",140,140,0,2,0,1,37,87,13,0
"2,002",UTAH,Hinesburg,"4,396",105,106,0,0,2,4,30,65,4,1
"2,002",UTAH,Manchester,"4,843",123,123,0,3,2,4,16,93,5,0
"2,002",UTAH,Middlebury,"8,288",434,438,0,9,1,10,58,353,3,4
"2,002",UTAH,Milton,"9,600",287,287,0,1,4,5,70,196,11,0
"2,002",UTAH,Montgomery,"1,005",13,13,0,0,0,1,8,4,0,0
"2,002",UTAH,Montpelier,"8,138",490,497,0,5,2,5,52,408,18,7
"2,002",UTAH,Morristown,"5,205",210,210,0,0,1,3,44,152,10,0
"2,002",UTAH,Newport,"5,069",162,163,0,3,0,11,25,116,7,1
"2,002",UTAH,Northfield,"5,864",76,77,0,0,0,4,7,61,4,1
"2,002",UTAH,Randolph,"4,915",62,63,0,0,0,1,6,53,2,1
"2,002",UTAH,Richmond,"4,142",91,91,0,0,0,1,28,62,0,0
"2,002",UTAH,Shelburne,"7,032",56,57,0,0,0,1,29,23,3,1
"2,002",UTAH,Springfield,"9,194",241,243,0,2,1,14,49,167,8,2
"2,002",UTAH,St. Albans,"7,747",224,224,0,0,1,8,28,181,6,0
"2,002",UTAH,St. Johnsbury,"7,668",147,147,0,3,0,2,21,118,3,0
"2,002",UTAH,Stowe,"4,395",237,237,0,2,1,4,34,193,3,0
"2,002",UTAH,Swanton,"6,282",130,130,0,0,1,0,21,104,4,0
"2,002",UTAH,Vergennes,"2,776",27,28,0,0,0,1,3,21,2,1
