Year,State,City by state,Population,Crime Index,Modified Crime Index1,Murder      and non-negligent         man-     slaughter,Forcible rape,Robbery,Aggravated assault,Burglary,Larceny-theft,Motor vehicle theft,Arson1
"2,002",IOWA,Independence,"6,036",235,236,1,1,1,3,80,137,12,1
"2,002",IOWA,Iowa Falls,"5,212",173,173,0,0,0,5,15,146,7,0
"2,002",IOWA,Knoxville,"7,759",194,196,0,2,0,5,54,126,7,2
"2,002",IOWA,Le Claire,"2,857",66,66,0,0,0,6,20,39,1,0
"2,002",IOWA,Le Mars,"9,270",295,296,0,4,0,7,50,218,16,1
"2,002",IOWA,Manchester,"5,276",87,87,0,1,0,9,19,55,3,0
"2,002",IOWA,Maquoketa,"6,134",255,256,0,2,0,6,40,188,19,1
"2,002",IOWA,Missouri Valley,"3,003",78,80,0,1,0,2,11,60,4,2
"2,002",IOWA,Monticello,"3,620",65,65,0,0,0,4,7,54,0,0
"2,002",IOWA,Mount Pleasant,"8,782",69,69,0,0,0,17,7,44,1,0
"2,002",IOWA,Mount Vernon,"3,403",89,89,0,1,0,1,27,58,2,0
"2,002",IOWA,Nevada,"6,682",183,183,0,1,0,15,16,143,8,0
"2,002",IOWA,New Hampton,"3,705",64,64,0,3,0,4,13,41,3,0
"2,002",IOWA,North Liberty,"5,386",78,79,0,0,1,4,12,54,7,1
"2,002",IOWA,Norwalk,"6,908",139,140,0,0,0,12,10,113,4,1
"2,002",IOWA,Oelwein,"6,716",193,193,0,0,0,5,62,119,7,0
"2,002",IOWA,Ogden,"2,030",22,23,0,0,0,0,4,17,1,1
"2,002",IOWA,Onawa,"3,102",106,106,0,0,0,11,30,59,6,0
"2,002",IOWA,Orange City,"5,602",70,72,0,0,0,1,13,52,4,2
"2,002",IOWA,Osage,"3,464",43,43,0,0,0,6,4,31,2,0
"2,002",IOWA,Osceola,"4,676",221,223,0,2,1,0,46,165,7,2
"2,002",IOWA,Pella,"9,867",305,308,0,2,2,29,47,206,19,3
"2,002",IOWA,Perry,"7,661",300,303,0,2,1,27,49,209,12,3
"2,002",IOWA,Pleasant Hill,"5,088",48,48,0,0,0,4,13,28,3,0
"2,002",IOWA,Polk City,"2,353",33,33,0,0,0,1,4,27,1,0
"2,002",IOWA,Red Oak,"6,219",220,224,0,2,2,10,39,147,20,4
"2,002",IOWA,Rock Rapids,"2,582",40,40,0,0,0,2,8,27,3,0
"2,002",IOWA,Sac City,"2,377",37,37,0,0,0,5,10,19,3,0
"2,002",IOWA,Sergeant Bluff,"3,332",100,101,0,1,0,14,21,63,1,1
"2,002",IOWA,Sheldon,"4,931",72,72,0,0,0,0,16,52,4,0
"2,002",IOWA,Shenandoah,"5,566",123,123,0,1,0,3,17,92,10,0
"2,002",IOWA,St. Ansgar,"1,035",18,18,0,0,0,0,4,14,0,0
"2,002",IOWA,Story City,"3,239",41,42,0,0,0,0,13,22,6,1
"2,002",IOWA,Tipton,"3,166",38,38,0,0,0,4,3,31,0,0
"2,002",IOWA,Vinton,"5,120",143,143,0,1,0,7,25,107,3,0
"2,002",IOWA,Washington,"7,073",146,147,0,1,0,40,36,64,5,1
"2,002",IOWA,Waukee,"5,144",67,68,0,0,1,6,12,43,5,1
"2,002",IOWA,Waverly,"9,000",184,186,0,3,0,6,33,136,6,2
"2,002",IOWA,Webster City,"8,205",263,264,0,1,1,14,25,213,9,1
"2,002",IOWA,West Burlington,"3,172",198,199,0,0,1,0,24,167,6,1
"2,002",IOWA,West Union,"2,558",39,39,0,0,0,1,12,24,2,0
"2,002",IOWA,Williamsburg,"2,631",24,24,0,0,0,2,8,13,1,0
"2,002",IOWA,Windsor Heights,"4,822",296,297,0,1,4,14,22,252,3,1
"2,002",,,,,,,,,,,,,
"2,002",,,,,, ,,,,,,,
2002,,,,,,,,,,,,,
"2,002",KANSAS,Andover,"6,766",183,183,1,0,1,4,46,125,6,0
"2,002",KANSAS,Arma,"1,545",14,14,0,0,0,2,4,8,0,0
"2,002",KANSAS,Baldwin City,"3,434",51,51,0,0,0,4,10,35,2,0
"2,002",KANSAS,Baxter Springs,"4,649",170,172,0,4,0,11,24,120,11,2
"2,002",KANSAS,Beloit,"4,060",99,100,0,1,0,2,19,74,3,1
"2,002",KANSAS,Bonner Springs,"6,838",301,302,0,1,1,19,39,214,27,1
"2,002",KANSAS,Burlington,"2,818",53,53,0,2,0,3,4,43,1,0
"2,002",KANSAS,Chanute,"9,507",468,470,0,5,3,35,71,338,16,2
"2,002",KANSAS,Cherryvale,"2,410",89,90,0,0,1,4,23,59,2,1
"2,002",KANSAS,Clay Center,"4,610",89,90,0,1,1,12,12,62,1,1
"2,002",KANSAS,Colby,"5,506",276,282,0,2,2,10,34,220,8,6
"2,002",KANSAS,Columbus,"3,430",89,89,0,1,0,3,6,76,3,0
"2,002",KANSAS,Concordia,"5,772",117,117,0,1,1,8,18,85,4,0
"2,002",KANSAS,Conway Springs,"1,336",11,11,0,0,0,1,4,5,1,0
"2,002",KANSAS,Council Grove,"2,345",54,58,0,1,0,5,16,30,2,4
"2,002",KANSAS,Edwardsville,"4,188",97,99,0,0,2,5,34,44,12,2
"2,002",KANSAS,Elkhart,"2,255",26,26,0,0,0,8,6,8,4,0
"2,002",KANSAS,Ellinwood,"2,186",39,40,0,0,0,2,7,26,4,1
"2,002",KANSAS,Ellis,"1,893",13,13,0,0,0,0,0,13,0,0
"2,002",KANSAS,Ellsworth,"2,995",30,32,0,0,0,0,4,25,1,2
"2,002",KANSAS,Fairway,"3,992",80,80,0,1,1,3,14,55,6,0
"2,002",KANSAS,Fredonia,"2,626",38,38,0,0,0,3,6,28,1,0
"2,002",KANSAS,Frontenac,"3,026",126,127,0,2,0,7,28,76,13,1
"2,002",KANSAS,Galena,"3,321",102,103,0,2,0,8,22,63,7,1
"2,002",KANSAS,Gardner,"9,492",366,370,0,7,4,26,55,250,24,4
"2,002",KANSAS,Garnett,"3,402",170,171,0,0,0,23,35,97,15,1
"2,002",KANSAS,Girard,"2,801",72,73,0,0,0,1,16,54,1,1
"2,002",KANSAS,Goodland,"4,998",223,230,0,3,3,21,44,143,9,7
"2,002",KANSAS,Grandview Plaza,"1,196",52,52,0,0,0,3,8,41,0,0
"2,002",KANSAS,Harper,"1,583",24,24,0,0,1,3,4,15,1,0
"2,002",KANSAS,Haysville,"8,589",345,354,0,6,2,15,78,232,12,9
"2,002",KANSAS,Hesston,"3,545",70,70,0,0,0,3,9,57,1,0
"2,002",KANSAS,Hiawatha,"3,451",105,105,0,6,0,2,13,81,3,0
"2,002",KANSAS,Hillsboro,"2,884",48,48,0,0,0,6,11,31,0,0
"2,002",KANSAS,Hoisington,"3,005",42,43,0,0,0,3,9,26,4,1
"2,002",KANSAS,Holcomb,"2,046",39,39,0,0,0,3,5,30,1,0
"2,002",KANSAS,Holton,"3,387",133,133,0,0,0,5,16,107,5,0
"2,002",KANSAS,Horton,"1,987",50,50,0,0,0,3,4,41,2,0
"2,002",KANSAS,Hugoton,"3,746",93,93,0,0,0,5,16,71,1,0
"2,002",KANSAS,Independence,"9,946",677,680,0,9,16,55,166,406,25,3
"2,002",KANSAS,Iola,"6,366",368,370,0,3,0,22,63,264,16,2
"2,002",KANSAS,Kingman,"3,421",52,52,0,0,0,5,10,32,5,0
"2,002",KANSAS,La Cygne,"1,127",36,36,0,0,0,6,8,18,4,0
"2,002",KANSAS,Lansing,"9,293",239,242,0,2,0,24,45,160,8,3
"2,002",KANSAS,Larned,"4,280",229,229,0,2,1,22,21,177,6,0
"2,002",KANSAS,Lindsborg,"3,355",46,46,0,2,0,0,8,34,2,0
"2,002",KANSAS,Louisburg,"2,602",90,90,0,0,2,3,4,72,9,0
"2,002",KANSAS,Lyndon,"1,048",29,30,0,0,0,3,2,24,0,1
"2,002",KANSAS,Lyons,"3,770",34,34,0,2,1,5,4,20,2,0
"2,002",KANSAS,Marion,"2,132",49,50,0,0,0,2,14,32,1,1
"2,002",KANSAS,Marysville,"3,305",53,54,0,0,0,4,6,40,3,1
"2,002",KANSAS,McLouth,876,8,8,0,0,0,1,1,6,0,0
"2,002",KANSAS,Minneapolis,"2,066",24,24,0,0,0,0,4,18,2,0
"2,002",KANSAS,Mission,"9,827",687,689,0,3,12,21,69,514,68,2
"2,002",KANSAS,Mulvane,"5,207",94,94,0,1,1,1,17,73,1,0
"2,002",KANSAS,Neodesha,"2,878",93,94,0,0,0,5,23,62,3,1
"2,002",KANSAS,Norton,"3,042",42,42,0,0,0,2,18,14,8,0
"2,002",KANSAS,Oakley,"2,195",57,58,0,1,0,1,9,45,1,1
"2,002",KANSAS,Osage City,"3,065",77,82,0,1,0,3,28,43,2,5
"2,002",KANSAS,Osawatomie,"4,693",232,236,0,3,3,21,37,152,16,4
"2,002",KANSAS,Oswego,"2,066",27,27,0,0,0,0,7,18,2,0
"2,002",KANSAS,Overbrook,957,28,28,0,0,0,6,4,18,0,0
"2,002",KANSAS,Paola,"5,063",179,180,0,0,3,14,20,132,10,1
"2,002",KANSAS,Plainville,"2,049",11,11,0,0,0,1,7,3,0,0
"2,002",KANSAS,Pleasanton,"1,401",26,26,0,0,0,0,3,20,3,0
"2,002",KANSAS,Pratt,"6,637",207,208,0,4,0,15,31,147,10,1
"2,002",KANSAS,Roeland Park,"6,887",498,498,0,4,7,24,47,388,28,0
"2,002",KANSAS,Rose Hill,"3,467",84,85,0,0,0,6,9,68,1,1
"2,002",KANSAS,Russell,"4,744",113,115,0,2,0,9,16,80,6,2
"2,002",KANSAS,Scott City,"3,895",93,94,0,1,1,5,22,58,6,1
"2,002",KANSAS,Sedan,"1,356",47,47,0,0,1,3,9,34,0,0
"2,002",KANSAS,Seneca,"2,144",72,72,0,1,0,5,9,49,8,0
"2,002",KANSAS,Smith Center,"1,951",25,25,0,0,0,0,2,18,5,0
"2,002",KANSAS,South Hutchinson,"2,565",187,188,0,1,0,6,17,160,3,1
"2,002",KANSAS,Spring Hill,"2,755",140,140,0,1,0,4,12,116,7,0
"2,002",KANSAS,Stafford,"1,173",28,29,0,1,0,0,4,23,0,1
"2,002",KANSAS,St. Marys,"2,220",19,22,0,0,0,0,1,18,0,3
"2,002",KANSAS,Tonganoxie,"2,756",84,85,0,1,0,3,11,62,7,1
"2,002",KANSAS,Ulysses,"6,021",105,105,0,1,0,16,12,72,4,0
"2,002",KANSAS,Valley Center,"4,933",117,117,0,2,0,3,17,90,5,0
"2,002",KANSAS,Wa Keeney,"1,944",36,36,0,0,1,0,3,31,1,0
"2,002",KANSAS,Wamego,"4,290",56,56,0,1,0,7,6,41,1,0
"2,002",KANSAS,Wathena,"1,362",20,20,0,0,0,0,6,14,0,0
"2,002",KANSAS,Wellington,"8,735",514,514,0,3,2,27,87,365,30,0
"2,002",KANSAS,Westwood,"2,098",78,78,0,0,0,4,21,42,11,0
"2,002",,,,,,,,,,,,,
"2,002",,,,,,,,,,,,,
2002,,,,,,,,,,,,,
"2,002",KENTUCKY3,Benton,"4,250",104,104,0,0,0,7,26,67,4,0
"2,002",KENTUCKY3,Carrollton,"3,895",166,166,0,1,0,8,24,125,8,0
"2,002",KENTUCKY3,Morehead,"5,989",159,162,0,0,3,2,8,138,8,3
"2,002",KENTUCKY3,Russellville,"7,240",355,356,1,3,6,37,98,198,12,1
"2,002",KENTUCKY3,Versailles,"7,606",356,356,0,2,4,48,54,239,9,0
"2,002",,,,,,,,,,,,,
"2,002",,,,,,,,,,,,,
2002,,,,,, ,,,,,,,
"2,002",LOUISIANA,Addis,"2,245",3,3,0,0,0,3,0,0,0,0
"2,002",LOUISIANA,Basile,"1,666",22,23,0,2,0,4,3,12,1,1
"2,002",LOUISIANA,Bernice,"1,815",73,74,0,2,1,5,15,46,4,1
"2,002",LOUISIANA,Berwick,"4,431",129,129,0,0,2,16,43,61,7,0
"2,002",LOUISIANA,Blanchard,"2,057",27,27,0,0,0,1,6,17,3,0
"2,002",LOUISIANA,Breaux Bridge,"7,303",23,23,0,0,0,16,3,3,1,0
"2,002",LOUISIANA,Broussard,"5,892",232,233,0,3,2,48,26,142,11,1
"2,002",LOUISIANA,Church Point,"4,770",64,64,0,1,3,10,18,32,0,0
"2,002",LOUISIANA,Coushatta,"2,306",89,89,0,2,2,15,15,53,2,0
"2,002",LOUISIANA,Covington,"8,509",564,564,0,2,7,61,77,390,27,0
"2,002",LOUISIANA,Cullen,"1,300",12,12,0,0,1,1,0,10,0,0
"2,002",LOUISIANA,Denham Springs,"8,784","1,491","1,493",0,4,31,183,197,"1,002",74,2
"2,002",LOUISIANA,De Ridder,"9,838",209,209,0,0,1,21,53,133,1,0
"2,002",LOUISIANA,Dixie Inn,353,5,6,0,0,0,0,1,4,0,1
"2,002",LOUISIANA,Elton,"1,264",62,62,0,0,0,4,8,50,0,0
"2,002",LOUISIANA,Erath,"2,194",36,37,0,0,1,1,10,23,1,1
"2,002",LOUISIANA,Farmerville4,"3,819",323,323,1,1,5,57,41,206,12,0
"2,002",LOUISIANA,Folsom,526,16,16,0,0,0,0,10,5,1,0
"2,002",LOUISIANA,Franklin,"8,380",451,451,0,3,8,100,56,275,9,0
"2,002",LOUISIANA,Franklinton,"3,668",427,431,1,3,12,19,65,311,16,4
"2,002",LOUISIANA,French Settlement,948,16,16,0,0,0,0,0,14,2,0
"2,002",LOUISIANA,Golden Meadow,"2,200",51,51,0,0,0,2,24,25,0,0
"2,002",LOUISIANA,Gonzales,"8,181",278,278,1,1,5,36,24,201,10,0
"2,002",LOUISIANA,Gramercy,"3,075",215,215,0,0,6,41,27,137,4,0
"2,002",LOUISIANA,Harahan,"9,915",191,192,1,0,5,12,31,127,15,1
"2,002",LOUISIANA,Haughton,"2,801",53,54,1,0,1,10,7,34,0,1
"2,002",LOUISIANA,Haynesville,"2,687",103,103,0,0,2,24,29,47,1,0
"2,002",LOUISIANA,Homer,"3,799",156,156,0,1,1,23,49,80,2,0
"2,002",LOUISIANA,Iowa,"2,671",189,189,0,1,1,33,17,133,4,0
"2,002",LOUISIANA,Jackson,"4,142",115,115,1,0,0,27,7,79,1,0
"2,002",LOUISIANA,Jeanerette,"6,015",306,306,0,5,4,54,33,195,15,0
"2,002",LOUISIANA,Kaplan,"5,193",257,258,0,0,3,39,30,178,7,1
"2,002",LOUISIANA,Kentwood,"2,212",221,221,0,0,3,6,32,180,0,0
"2,002",LOUISIANA,Lake Arthur,"3,016",112,112,0,0,0,5,21,86,0,0
"2,002",LOUISIANA,Leesville,"6,774",476,477,0,5,5,46,53,360,7,1
"2,002",LOUISIANA,Mansfield,"5,599",465,465,0,3,4,33,59,347,19,0
"2,002",LOUISIANA,Many,"2,898",66,66,0,0,0,16,2,46,2,0
"2,002",LOUISIANA,Marksville,"5,554",270,271,1,4,5,58,40,154,8,1
"2,002",LOUISIANA,Napoleonville,688,4,4,0,0,0,3,0,1,0,0
"2,002",LOUISIANA,Norwood,338,6,6,0,0,0,3,3,0,0,0
"2,002",LOUISIANA,Olla,"1,421",46,46,0,0,0,6,18,19,3,0
"2,002",LOUISIANA,Pearl River,"1,845",135,135,0,1,0,9,18,101,6,0
"2,002",LOUISIANA,Plaquemine,"7,085",665,669,2,2,5,83,85,482,6,4
"2,002",LOUISIANA,Pollock,377,6,6,0,0,0,0,3,2,1,0
"2,002",LOUISIANA,Ponchatoula4,"5,196",589,589,0,3,7,41,124,377,37,0
"2,002",LOUISIANA,Port Allen,"5,295",174,175,0,1,1,13,42,109,8,1
"2,002",LOUISIANA,Port Vincent,464,31,32,0,0,0,1,20,9,1,1
"2,002",LOUISIANA,Simmesport,"2,246",137,138,0,1,3,17,32,82,2,1
"2,002",LOUISIANA,St. Francisville,"1,718",78,78,0,0,1,8,5,61,3,0
"2,002",LOUISIANA,St. Gabriel,"5,531",156,156,0,0,0,35,30,86,5,0
"2,002",LOUISIANA,Stonewall,"1,674",0,0,0,0,0,0,0,0,0,0
"2,002",LOUISIANA,Tickfaw,619,0,0,0,0,0,0,0,0,0,0
"2,002",LOUISIANA,Vidalia,"4,556",152,152,0,0,0,18,3,130,1,0
"2,002",LOUISIANA,Washington,"1,085",8,8,0,0,0,0,6,2,0,0
"2,002",LOUISIANA,Welsh,"3,390",158,158,1,0,1,49,23,79,5,0
"2,002",LOUISIANA,Westlake,"4,682",307,309,0,1,7,24,36,225,14,2
"2,002",LOUISIANA,Winnfield,"5,767",118,118,1,0,4,8,26,77,2,0
2002,,,,,,,, ,,,,,
"2,002",,,,,,,,,,,,,
2002,,,,,,,,,,,,,
"2,002",MAINE,Ashland,"1,497",30,30,0,0,0,1,10,19,0,0
"2,002",MAINE,Baileyville,"1,712",66,66,0,0,0,8,13,41,4,0
"2,002",MAINE,Bar Harbor,"4,894",107,107,0,1,0,4,13,84,5,0
"2,002",MAINE,Bath,"9,408",395,395,0,0,4,3,40,334,14,0
"2,002",MAINE,Belfast,"6,479",256,256,0,0,1,17,25,199,14,0
"2,002",MAINE,Berwick,"6,451",136,139,0,0,1,8,17,102,8,3
"2,002",MAINE,Bethel,"2,448",33,33,0,1,0,1,10,19,2,0
"2,002",MAINE,Boothbay Harbor,"2,369",78,78,0,2,0,0,19,54,3,0
"2,002",MAINE,Brewer,"9,124",265,265,0,1,2,4,18,236,4,0
"2,002",MAINE,Bridgton,"4,958",337,337,0,0,0,3,56,271,7,0
"2,002",MAINE,Brownville,"1,278",21,21,0,1,0,0,8,10,2,0
"2,002",MAINE,Bucksport,"4,983",136,137,0,1,0,10,17,102,6,1
"2,002",MAINE,Buxton,"7,566",145,146,0,0,0,19,37,83,6,1
"2,002",MAINE,Calais,"3,500",184,184,0,3,0,20,21,132,8,0
"2,002",MAINE,Camden,"5,334",100,100,0,0,0,0,9,89,2,0
"2,002",MAINE,Cape Elizabeth,"9,207",113,114,0,1,0,1,16,95,0,1
"2,002",MAINE,Caribou,"8,439",218,218,0,0,1,9,39,162,7,0
"2,002",MAINE,Carrabassett Valley,405,150,150,0,0,0,1,2,146,1,0
"2,002",MAINE,Clinton,"3,391",68,68,0,0,1,6,13,47,1,0
"2,002",MAINE,Cumberland,"7,269",47,47,1,0,1,0,11,30,4,0
"2,002",MAINE,Damariscotta,"2,072",51,51,0,0,0,0,2,45,4,0
"2,002",MAINE,Dexter,"3,949",128,128,0,1,0,12,14,92,9,0
"2,002",MAINE,Dixfield,"2,553",62,63,0,6,0,2,25,28,1,1
"2,002",MAINE,Dover-Foxcroft,"4,276",120,122,0,1,0,11,19,86,3,2
"2,002",MAINE,East Millinocket,"3,368",40,40,0,2,0,3,14,21,0,0
"2,002",MAINE,Eastport,"1,665",41,41,0,1,0,1,12,27,0,0
"2,002",MAINE,Eddington,"2,083",9,9,0,0,0,0,2,7,0,0
"2,002",MAINE,Eliot,"6,046",37,37,0,0,0,1,6,29,1,0
"2,002",MAINE,Ellsworth,"6,555",317,317,0,1,3,5,40,249,19,0
"2,002",MAINE,Fairfield,"6,674",236,237,0,4,1,5,41,173,12,1
"2,002",MAINE,Farmington,"7,523",271,271,0,4,0,4,39,209,15,0
"2,002",MAINE,Fort Fairfield,"3,634",21,22,0,1,2,4,3,10,1,1
"2,002",MAINE,Fort Kent,"4,298",35,35,0,0,0,1,6,27,1,0
"2,002",MAINE,Freeport,"7,919",218,218,0,5,1,0,36,167,9,0
"2,002",MAINE,Fryeburg,"3,130",86,86,0,0,0,2,22,56,6,0
"2,002",MAINE,Gardiner,"6,293",149,149,0,0,4,5,21,113,6,0
"2,002",MAINE,Gouldsboro,"1,971",31,31,0,0,0,0,3,26,2,0
"2,002",MAINE,Greenville,"1,648",104,105,0,0,0,13,21,68,2,1
"2,002",MAINE,Hallowell,"2,504",47,47,0,0,1,0,7,33,6,0
"2,002",MAINE,Hampden,"6,424",104,105,0,0,0,1,21,79,3,1
"2,002",MAINE,Houlton,"6,575",268,270,0,6,0,1,52,192,17,2
"2,002",MAINE,Jay,"5,061",135,135,0,1,0,2,27,93,12,0
"2,002",MAINE,Kennebunkport,"3,777",94,94,0,1,0,0,19,73,1,0
"2,002",MAINE,Kittery,"9,689",201,202,0,0,1,4,17,173,6,1
"2,002",MAINE,Limestone,"2,398",49,49,0,1,0,3,18,26,1,0
"2,002",MAINE,Lincoln,"5,301",65,67,0,0,0,2,17,46,0,2
"2,002",MAINE,Lisbon,"9,216",139,140,0,2,0,2,20,105,10,1
"2,002",MAINE,Livermore Falls,"3,276",155,155,0,0,1,2,29,114,9,0
"2,002",MAINE,Machias,"2,389",53,53,0,0,0,0,3,49,1,0
"2,002",MAINE,Madawaska,"4,604",36,36,0,0,0,0,5,28,3,0
"2,002",MAINE,Madison,"4,592",163,165,0,1,3,6,21,126,6,2
"2,002",MAINE,Mechanic Falls,"3,186",41,41,0,2,0,3,5,31,0,0
"2,002",MAINE,Mexico,"3,004",109,109,0,2,1,0,22,75,9,0
"2,002",MAINE,Milbridge,"1,299",19,19,0,0,0,1,1,17,0,0
"2,002",MAINE,Millinocket,"5,283",118,118,0,1,0,3,24,84,6,0
"2,002",MAINE,Milo,"2,420",88,89,1,1,0,7,20,51,8,1
"2,002",MAINE,Monmouth,"3,843",4,4,0,0,0,0,2,2,0,0
"2,002",MAINE,Mount Desert,"2,142",31,31,0,1,0,3,3,23,1,0
"2,002",MAINE,Newport,"3,064",162,162,0,0,1,2,22,134,3,0
"2,002",MAINE,North Berwick,"4,359",26,26,0,0,0,1,5,16,4,0
"2,002",MAINE,Norway,"4,682",64,64,0,0,1,3,21,32,7,0
"2,002",MAINE,Oakland,"6,051",138,138,0,0,1,5,39,87,6,0
"2,002",MAINE,Ogunquit,"1,245",65,65,0,0,1,1,12,50,1,0
"2,002",MAINE,Old Orchard Beach,"8,991",363,365,1,11,4,1,64,262,20,2
"2,002",MAINE,Old Town,"8,255",193,195,0,2,1,2,39,141,8,2
"2,002",MAINE,Orono,"9,251",175,175,0,0,0,0,14,154,7,0
"2,002",MAINE,Oxford,"4,021",110,110,0,0,0,0,33,75,2,0
"2,002",MAINE,Paris,"4,867",93,93,0,1,0,5,20,63,4,0
"2,002",MAINE,Phippsburg,"2,139",26,26,0,0,0,0,9,17,0,0
"2,002",MAINE,Pittsfield,"4,279",200,203,1,2,0,7,57,125,8,3
"2,002",MAINE,Presque Isle,"9,657",343,343,0,4,2,1,42,275,19,0
"2,002",MAINE,Rangeley,"1,068",34,34,0,0,0,1,8,21,4,0
"2,002",MAINE,Richmond,"3,349",23,24,0,2,0,0,1,17,3,1
"2,002",MAINE,Rockland,"7,726",579,579,0,3,5,6,73,484,8,0
"2,002",MAINE,Rockport,"3,258",54,54,0,0,0,0,7,43,4,0
"2,002",MAINE,Rumford,"6,571",224,224,0,4,0,11,39,163,7,0
"2,002",MAINE,Sabattus,"4,555",77,77,0,3,0,3,17,51,3,0
"2,002",MAINE,Searsport,"2,682",85,85,0,0,0,0,25,60,0,0
"2,002",MAINE,Skowhegan,"8,959",355,355,0,2,1,3,56,288,5,0
"2,002",MAINE,South Berwick,"6,773",86,86,0,1,0,0,29,54,2,0
"2,002",MAINE,Southwest Harbor,"1,996",46,47,0,0,0,1,3,40,2,1
"2,002",MAINE,Swan's Island,332,9,9,0,0,0,0,7,2,0,0
"2,002",MAINE,Thomaston,"3,805",71,71,0,0,0,0,11,54,6,0
"2,002",MAINE,Topsham,"9,239",219,219,0,2,1,3,30,172,11,0
"2,002",MAINE,Van Buren,"2,672",15,15,0,0,0,0,8,6,1,0
"2,002",MAINE,Veazie,"1,771",40,40,0,0,0,1,8,30,1,0
"2,002",MAINE,Waldoboro,"4,992",101,101,0,0,0,2,23,70,6,0
"2,002",MAINE,Washburn,"1,652",27,27,0,0,0,1,9,15,2,0
"2,002",MAINE,Wells,"9,544",245,245,0,0,3,4,67,165,6,0
"2,002",MAINE,Wilton,"4,186",150,150,0,0,1,0,36,110,3,0
"2,002",MAINE,Winslow,"7,862",198,198,0,0,1,2,41,148,6,0
"2,002",MAINE,Winter Harbor,"1,003",38,38,0,0,0,1,24,12,1,0
"2,002",MAINE,Winthrop,"6,328",155,156,0,6,1,2,23,116,7,1
"2,002",MAINE,Wiscasset,"3,658",79,79,0,1,0,1,18,52,7,0
"2,002",MAINE,Yarmouth,"8,489",87,87,0,0,1,2,9,73,2,0
2002,,,, ,,,,,,,,,
"2,002",,,,,, ,,,,,,,
2002,,,,,,,,,,,,,
"2,002",MARYLAND,Berlin,"3,597",123,124,0,0,3,0,4,115,1,1
"2,002",MARYLAND,Berwyn Heights,"3,032",151,151,0,1,9,4,32,90,15,0
"2,002",MARYLAND,Bladensburg,"7,895",789,790,0,0,56,31,95,317,290,1
"2,002",MARYLAND,Brunswick,"5,044",138,141,0,2,2,12,35,84,3,3
"2,002",MARYLAND,Capitol Heights,"4,264",232,232,0,0,13,12,30,87,90,0
"2,002",MARYLAND,Centreville,"2,030",80,80,0,0,3,1,6,68,2,0
"2,002",MARYLAND,Chestertown,"4,891",279,280,0,3,13,34,46,174,9,1
"2,002",MARYLAND,Cheverly,"6,630",350,350,0,0,30,10,57,123,130,0
"2,002",MARYLAND,Cottage City,"1,170",39,39,0,0,5,8,2,11,13,0
"2,002",MARYLAND,Crisfield,"2,806",152,152,0,3,1,23,26,94,5,0
"2,002",MARYLAND,Delmar,"1,915",81,81,0,0,4,5,20,52,0,0
"2,002",MARYLAND,Denton,"3,050",202,204,0,0,9,11,20,151,11,2
"2,002",MARYLAND,District Heights,"6,140",262,262,1,0,18,15,34,104,90,0
"2,002",MARYLAND,Edmonston,988,134,134,0,0,5,9,14,67,39,0
"2,002",MARYLAND,Fairmount Heights,"1,555",51,51,1,2,5,9,10,17,7,0
"2,002",MARYLAND,Federalsburg,"2,700",154,155,0,1,5,24,19,99,6,1
"2,002",MARYLAND,Forest Heights,"2,664",43,43,0,0,4,1,12,20,6,0
"2,002",MARYLAND,Frostburg,"8,113",197,198,0,2,0,9,44,135,7,1
"2,002",MARYLAND,Fruitland,"3,889",331,331,0,1,12,24,59,219,16,0
"2,002",MARYLAND,Glenarden,"6,511",95,95,1,0,2,6,13,54,19,0
"2,002",MARYLAND,Greensboro,"1,682",40,41,0,0,0,4,11,24,1,1
"2,002",MARYLAND,Hampstead,"5,215",97,97,0,0,0,7,18,70,2,0
"2,002",MARYLAND,Hancock,"1,777",80,81,0,0,1,16,11,47,5,1
"2,002",MARYLAND,Hurlock,"1,931",123,123,0,1,5,13,20,76,8,0
"2,002",MARYLAND,Landover Hills,"1,581",45,45,0,0,3,6,15,15,6,0
"2,002",MARYLAND,La Plata,"6,751",167,172,0,0,5,7,29,114,12,5
"2,002",MARYLAND,Lonaconing,"1,241",8,8,0,0,0,1,0,6,1,0
"2,002",MARYLAND,Luke,82,0,0,0,0,0,0,0,0,0,0
"2,002",MARYLAND,Manchester,"3,430",52,54,0,0,0,6,13,32,1,2
"2,002",MARYLAND,Morningside,"1,335",66,66,0,0,7,6,11,31,11,0
"2,002",MARYLAND,Mount Rainier,"8,758",615,615,2,8,49,24,93,169,270,0
"2,002",MARYLAND,North East,"2,816",132,141,0,0,0,7,12,95,18,9
"2,002",MARYLAND,Oakland,"1,989",80,80,0,0,0,0,14,63,3,0
"2,002",MARYLAND,Ocean City,"7,392","1,591","1,591",2,6,58,255,163,"1,055",52,0
"2,002",MARYLAND,Oxford,794,6,6,0,0,0,0,1,5,0,0
"2,002",MARYLAND,Pocomoke City,"4,223",232,232,0,6,9,27,24,159,7,0
"2,002",MARYLAND,Port Deposit,696,23,32,0,0,0,3,4,12,4,9
"2,002",MARYLAND,Preston,584,26,26,0,0,0,3,4,19,0,0
"2,002",MARYLAND,Princess Anne,"2,383",162,163,1,0,0,8,50,101,2,1
"2,002",MARYLAND,Ridgely,"1,393",63,65,0,3,0,18,14,28,0,2
"2,002",MARYLAND,Rising Sun,"1,754",77,80,0,0,0,3,7,65,2,3
